filename,conn,fullSent
P1A-096_Sisters_1,but ,She looked very tired and that but she 's in good enough form you know
P1A-096_Sisters_1,But ,He 's not this year no no But we had a little incident with him
P1A-096_Sisters_1,and ,"I don't know He told this to Lara and Lara let it out to Mike Lara 's a great one for finding these things out and then kind of saying I 'll tell on you yeah And they were out somewhere and they, he ate it John ate it"
P1A-096_Sisters_1,then ,"I don't know He told this to Lara and Lara let it out to Mike Lara 's a great one for finding these things out and then kind of saying I 'll tell on you yeah And they were out somewhere and they, he ate it John ate it"
P1A-096_Sisters_1,and ,"I don't know He told this to Lara and Lara let it out to Mike Lara 's a great one for finding these things out and then kind of saying I 'll tell on you yeah And they were out somewhere and they, he ate it John ate it"
P1A-096_Sisters_1,And ,Right You can eat it apparently or smoke it And got into such a state that Danny went out to the phone box and rang Eugene and said I think John is getting the flu You 'd better come and get him
P1A-096_Sisters_1,and ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,as ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,And ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,So ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,when ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,So ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,And ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,And ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,and ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,And ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,And ,"So that night Danny was going up to stay in John 's and as he was getting out of the car I said I heard about that incident with the with the dope I said don't you take anything off him And his face got really red So I thought oh God So yesterday when he he came back he said what were you saying to me about John So I said I heard about that thing And his face was really red And I said did you take any and he said yes And I said where did you get it Oh a fella bought it A fella bought it And I said, was the fella you Yes"
P1A-096_Sisters_1,and ,"A fella, he said, some fella got it and the fella turned out to be him But he had gone up to this school in Knocknacarra where if you hang around outside, you 'll get you 'll buy it Now that I look on as very serious I mean getting a bit off someone is one thing but going out"
P1A-096_Sisters_1,if ,"A fella, he said, some fella got it and the fella turned out to be him But he had gone up to this school in Knocknacarra where if you hang around outside, you 'll get you 'll buy it Now that I look on as very serious I mean getting a bit off someone is one thing but going out"
P1A-096_Sisters_1,but ,"A fella, he said, some fella got it and the fella turned out to be him But he had gone up to this school in Knocknacarra where if you hang around outside, you 'll get you 'll buy it Now that I look on as very serious I mean getting a bit off someone is one thing but going out"
P1A-096_Sisters_1,and ,Now he had the twenty pounds from you and he had twenty pounds from Mike so he was whizzing around with all this dosh
P1A-096_Sisters_1,so ,Now he had the twenty pounds from you and he had twenty pounds from Mike so he was whizzing around with all this dosh
P1A-096_Sisters_1,And ,So I was really annoyed about this And I gave out stink to him and said he was not to do that again And he was saying but it 's not as bad as drink and when will you let me And
P1A-096_Sisters_1,And ,So I was really annoyed about this And I gave out stink to him and said he was not to do that again And he was saying but it 's not as bad as drink and when will you let me And
P1A-096_Sisters_1,and ,So I was really annoyed about this And I gave out stink to him and said he was not to do that again And he was saying but it 's not as bad as drink and when will you let me And
P1A-096_Sisters_1,But ,"Ate it Ate it I said what, what effect Oh I was just giggling But he 's bloody bad enough in the normal state but uh doped, good night I know at fourteen"
P1A-096_Sisters_1,but ,"Ate it Ate it I said what, what effect Oh I was just giggling But he 's bloody bad enough in the normal state but uh doped, good night I know at fourteen"
P1A-096_Sisters_1,And ,"At least he admitted it yeah And then he, kept saying when are you going to let me I mean the naivety of, mammy handing and saying now son have your hash But uhm"
P1A-096_Sisters_1,then ,"At least he admitted it yeah And then he, kept saying when are you going to let me I mean the naivety of, mammy handing and saying now son have your hash But uhm"
P1A-096_Sisters_1,and ,"Oh that would roll off him You know it doesn't affect most people like that Yeah I mean he was just saying, and I was saying you could be getting anything You haven't a clue what it is"
P1A-096_Sisters_1,and ,"So anyway I said it to Jennie and I said do you think that Mike knows he took it and bought it And she said oh he probably does And I said do you think he 'd mind And she said no But, anyway I decided that I 'd"
P1A-096_Sisters_1,And ,"So anyway I said it to Jennie and I said do you think that Mike knows he took it and bought it And she said oh he probably does And I said do you think he 'd mind And she said no But, anyway I decided that I 'd"
P1A-096_Sisters_1,And ,"So anyway I said it to Jennie and I said do you think that Mike knows he took it and bought it And she said oh he probably does And I said do you think he 'd mind And she said no But, anyway I decided that I 'd"
P1A-096_Sisters_1,And ,"So anyway I said it to Jennie and I said do you think that Mike knows he took it and bought it And she said oh he probably does And I said do you think he 'd mind And she said no But, anyway I decided that I 'd"
P1A-096_Sisters_1,and ,"I I sort of said that to to Ben and I said I 'm not even going to bother ringing him because I you, know I feel he looks on me as old granny"
P1A-096_Sisters_1,because ,"I I sort of said that to to Ben and I said I 'm not even going to bother ringing him because I you, know I feel he looks on me as old granny"
P1A-096_Sisters_1,and ,"I, and Ben said look don't be taking what she says Ring him"
P1A-096_Sisters_1,So ,So I rang him He did not know and was most annoyed
P1A-096_Sisters_1,So ,"So I said well it 's it 's I he, we need to know He needs to know that we 're both watching him, and both you know"
P1A-097_Sisters_2,And ,"Yeah and the night that this 'd happened he had brought, the, one of the fellas back to stay in Mike 's house And Mike was saying oh yeah I 'd like to have these parents coming down to me and all this kind of thing you know"
P1A-097_Sisters_2,So ,"And you know the guards, and I mean him going out and buying it He 'd be stupid enough to get caught So he was not at all amused, so I was glad of that"
P1A-097_Sisters_2,so ,"And you know the guards, and I mean him going out and buying it He 'd be stupid enough to get caught So he was not at all amused, so I was glad of that"
P1A-097_Sisters_2,And ,Yeah it 's a different kind of scene to the the drink you know And I don't think he
P1A-097_Sisters_2,when ,Yeah I mean it 's too dangerous when you look at the likes of Bobby Nelson
P1A-097_Sisters_2,Then ,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something
P1A-097_Sisters_2,And ,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something
P1A-097_Sisters_2,And ,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something
P1A-097_Sisters_2,And ,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something
P1A-097_Sisters_2,or ,So anyway but he was like a devil yesterday Then he announced yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic or you 'll get AIDS or something
P1A-097_Sisters_2,And ,"And Ben said something and he, and he turned round and said I wasn't speaking to you, in this tone And I said get up that stairs to your room I really wanted to thump him really viciously I wasn't speaking to you"
P1A-097_Sisters_2,and ,"And Ben said something and he, and he turned round and said I wasn't speaking to you, in this tone And I said get up that stairs to your room I really wanted to thump him really viciously I wasn't speaking to you"
P1A-097_Sisters_2,And ,"And Ben said something and he, and he turned round and said I wasn't speaking to you, in this tone And I said get up that stairs to your room I really wanted to thump him really viciously I wasn't speaking to you"
P1A-097_Sisters_2,and ,"Yeah anyway I said uhm, but it 's kind of getting to the point where I 'll say that and he 's going to say no and then you 'll think what the hell do you do then"
P1A-097_Sisters_2,and ,"Yeah anyway I said uhm, but it 's kind of getting to the point where I 'll say that and he 's going to say no and then you 'll think what the hell do you do then"
P1A-097_Sisters_2,then ,"Yeah anyway I said uhm, but it 's kind of getting to the point where I 'll say that and he 's going to say no and then you 'll think what the hell do you do then"
P1A-097_Sisters_2,then ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,so ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,and ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,And ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,but ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,So ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,and ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,So ,"So anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,If ,Oh just one Oh yes of course and the left If it 's the right one you 're gay
P1A-097_Sisters_2,And ,And boy would he not like to be taken for a gay
P1A-097_Sisters_2,If ,Oh I thought it was only uh that it didn't matter which one If it was one you were gay
P1A-097_Sisters_2,Then ,But real aggressive Then this morning he and then he starts saying to me uhm will you give me the bus fare tomorrow to go into town Now he had thirty-five pounds and he had coughed up five on the dope And I thought I 'd like my frigging job sweetie giving you your twenty-five p And I said no you can use your own money And then he marched into
P1A-097_Sisters_2,and ,But real aggressive Then this morning he and then he starts saying to me uhm will you give me the bus fare tomorrow to go into town Now he had thirty-five pounds and he had coughed up five on the dope And I thought I 'd like my frigging job sweetie giving you your twenty-five p And I said no you can use your own money And then he marched into
P1A-097_Sisters_2,And ,But real aggressive Then this morning he and then he starts saying to me uhm will you give me the bus fare tomorrow to go into town Now he had thirty-five pounds and he had coughed up five on the dope And I thought I 'd like my frigging job sweetie giving you your twenty-five p And I said no you can use your own money And then he marched into
P1A-097_Sisters_2,And ,But real aggressive Then this morning he and then he starts saying to me uhm will you give me the bus fare tomorrow to go into town Now he had thirty-five pounds and he had coughed up five on the dope And I thought I 'd like my frigging job sweetie giving you your twenty-five p And I said no you can use your own money And then he marched into
P1A-097_Sisters_2,then ,Yeah then he marched into me today saying can I have my pocket money Like he gets
P1A-097_Sisters_2,And ,"And I said no, you 've enough money"
P1A-097_Sisters_2,and ,"But uhm, he just, got up this morning and he 's permanently wants to have baths Now when you turn on the water for a bath the radiators have to go off and everyone is fucking freezing"
P1A-097_Sisters_2,when ,"But uhm, he just, got up this morning and he 's permanently wants to have baths Now when you turn on the water for a bath the radiators have to go off and everyone is fucking freezing"
P1A-097_Sisters_2,and ,"But uhm, he just, got up this morning and he 's permanently wants to have baths Now when you turn on the water for a bath the radiators have to go off and everyone is fucking freezing"
P1A-097_Sisters_2,And ,And I said no I said no you can't have one It 's too cold No it isn't cold It 's not a bit cold
P1A-097_Sisters_2,cos ,"But anyway he was just the face of him now would just stop a clock you know cos he can't have his bath Like he 's in there every, at least every second day, you know"
P1A-097_Sisters_2,And ,"It is a bit much And and I certainly would worry about you know, he 's bad enough as he is and he 's going into a phase that will be so difficult with him going out and that kind of thing I dread it you know I really dread it, kind of going out and vanishing and, hanging round in gangs and this kind of thing It, he was kind of slow to do it but it has happened now very, very abruptly you know Yeah"
P1A-097_Sisters_2,and ,"It is a bit much And and I certainly would worry about you know, he 's bad enough as he is and he 's going into a phase that will be so difficult with him going out and that kind of thing I dread it you know I really dread it, kind of going out and vanishing and, hanging round in gangs and this kind of thing It, he was kind of slow to do it but it has happened now very, very abruptly you know Yeah"
P1A-097_Sisters_2,but ,"It is a bit much And and I certainly would worry about you know, he 's bad enough as he is and he 's going into a phase that will be so difficult with him going out and that kind of thing I dread it you know I really dread it, kind of going out and vanishing and, hanging round in gangs and this kind of thing It, he was kind of slow to do it but it has happened now very, very abruptly you know Yeah"
P1A-097_Sisters_2,or ,Yeah He is bright Yeah yeah or he might even go on to the Leaving Cert
P1A-097_Sisters_2,even ,"I mean go on to do it Sure he 'll only be fifteen in July when he 'll certainly, but just kind of, even if he kind of went off the rails a bit then and got back, before the Leaving like There 's after the Junior Cert there 's this uhm, transition year where they, just kind of do enjoyable things"
P1A-097_Sisters_2,if ,"I mean go on to do it Sure he 'll only be fifteen in July when he 'll certainly, but just kind of, even if he kind of went off the rails a bit then and got back, before the Leaving like There 's after the Junior Cert there 's this uhm, transition year where they, just kind of do enjoyable things"
P1A-097_Sisters_2,But ,"But no I mean he 's always been sort of difficult, and cheeky and that But this kind of, look now that really makes you just boil, with rage you know"
P1A-097_Sisters_2,And ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,when ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,or ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,or ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,and ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,then ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,And ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,because ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,once ,"Really kind of trying it out you know And I know the day is going to come when I 'm going to say you know, do something or go upstairs or do you know and he 's going to say no And then what do you do And that you kind of avoid that because once he realises he can say no and get away with it you 've had it, you know"
P1A-097_Sisters_2,And ,"So, and I mean uh you see with the others too the whole dope thing is so acceptable He has seen so much of this you know, that kind of it 's, it 's so much part of life And Ben was saying he just does not want Sharon getting that, picture you know just"
P1A-097_Sisters_2,and ,I agree completely I mean I had no control really over the others and
P1A-097_Sisters_2,and ,"Does he yeah I rang uhm, the Frankie O'Dea 's boyfriend I think a second night I don't think I was telling you, and he said she was going to have her sinuses cleared out"
P1A-097_Sisters_2,and ,Which is a fairly big thing I think and it can be very painful
P1A-097_Sisters_2,when ,I I remember actually when I was in the hospital a woman in the next bed having it and she looked absolutely wretched I was thinking I didn't say that to him
P1A-097_Sisters_2,and ,I I remember actually when I was in the hospital a woman in the next bed having it and she looked absolutely wretched I was thinking I didn't say that to him
P1A-097_Sisters_2,when ,Yeah But I 'm sure it 'll be good when it 's done
P1A-097_Sisters_2,or ,So she must be still in or I imagine she 'd have given a call you know that
P1A-097_Sisters_2,but ,Not for the sake of appearance but I feel uncomfortable
P1A-097_Sisters_2,when ,"I, no but Well yeah when it gets to where it doesn't feel, right"
P1A-097_Sisters_2,When ,When skirts feel tight and that You feel well maybe now for the New Year
P1A-097_Sisters_2,Cos ,Arthur 's great for kind of saying we 'll go for a walk Cos if it was left to me I 'd stew here I have six videos from Glen of some oldies you know
P1A-097_Sisters_2,if ,Arthur 's great for kind of saying we 'll go for a walk Cos if it was left to me I 'd stew here I have six videos from Glen of some oldies you know
P1A-098_Bad_weather,and ,"I 've still got Eamon Downey 's as well, and his birthday I think was even before yours"
P1A-098_Bad_weather,so ,"No Seanie was working in Derry, all week so I was in there And uhm"
P1A-098_Bad_weather,So ,"So when he talks about working hard all week, it clearly means that you kept him up all night all week"
P1A-098_Bad_weather,when ,"So when he talks about working hard all week, it clearly means that you kept him up all night all week"
P1A-098_Bad_weather,then ,Wednesday evening Yeah 3 sylls Aye just came in and stayed in then and went out to work then the next day It was grand like cos
P1A-098_Bad_weather,then ,Wednesday evening Yeah 3 sylls Aye just came in and stayed in then and went out to work then the next day It was grand like cos
P1A-098_Bad_weather,and ,"Yeah and it 's fucking minging I really would, wouldn't couldn't be fucking arsed I think going out in it"
P1A-098_Bad_weather,if ,"I know I, well if as me and Mary were saying if we go out, it 'll make yourself go somewhere like Lavery 's or the Empire because, you couldn't be bothered queuing outside a nice bar tonight like"
P1A-098_Bad_weather,because ,"I know I, well if as me and Mary were saying if we go out, it 'll make yourself go somewhere like Lavery 's or the Empire because, you couldn't be bothered queuing outside a nice bar tonight like"
P1A-098_Bad_weather,Cos ,"Cos it 's minging Naw naw, fuck that No way"
P1A-098_Bad_weather,And ,"And, so I don't really like being, out sitting in the house on my own, cos once you get out there, it 's it 's a case of you 're stuck there for the night You wouldn't even go to the shop, cos it 's too dangerous to even walk up the Antrim Road"
P1A-098_Bad_weather,cos ,"And, so I don't really like being, out sitting in the house on my own, cos once you get out there, it 's it 's a case of you 're stuck there for the night You wouldn't even go to the shop, cos it 's too dangerous to even walk up the Antrim Road"
P1A-098_Bad_weather,once ,"And, so I don't really like being, out sitting in the house on my own, cos once you get out there, it 's it 's a case of you 're stuck there for the night You wouldn't even go to the shop, cos it 's too dangerous to even walk up the Antrim Road"
P1A-098_Bad_weather,cos ,"And, so I don't really like being, out sitting in the house on my own, cos once you get out there, it 's it 's a case of you 're stuck there for the night You wouldn't even go to the shop, cos it 's too dangerous to even walk up the Antrim Road"
P1A-098_Bad_weather,then ,"I 've been having, well Darren was round on Sunday and Monday and then"
P1A-098_Bad_weather,then ,"Geoff was round on Tuesday, and then I went out for a meal with Luke last night So I 've just I 've spent"
P1A-098_Bad_weather,but ,"I 'm not not, too sure of the times but it 's only nine quid for a three course meal"
P1A-098_Bad_weather,So ,"Yeah so Seanie was saying as well So, might see what the craic is tomorrow maybe"
P1A-098_Bad_weather,then ,"For Mary and my stomach is swollen I cooked like pork and leek sausages with loads of mash, and then I stuffed peppers with uh, mushrooms and onions and and chorizo sausages, with chilli sauce"
P1A-098_Bad_weather,though ,"It was just too much though It was lovely but, just ate so much like"
P1A-098_Bad_weather,but ,"It was just too much though It was lovely but, just ate so much like"
P1A-098_Bad_weather,but ,Very good Very good My God Aye but well I haven't eaten yet I 'm hungry now but I want something I don't know what I want Do you know I don't want
P1A-098_Bad_weather,when ,Pizza Pizza 's always good when you don't know what you want
P1A-098_Bad_weather,but ,"I 'm eating rabbit food every day at work but there has to be a bit of meat for me to digest the, lettuce, carrots, and a bit of pasta that I take like Exactly"
P1A-098_Bad_weather,Cos ,"I know God I Well I would prefer if it was fucking freezing than that wet that 's out there tonight and that Cos it 's not even well it was a wee bit chilly this evening there getting a bit chilly but, do you know the way it was pissing down, what day was it"
P1A-098_Bad_weather,but ,"I know God I Well I would prefer if it was fucking freezing than that wet that 's out there tonight and that Cos it 's not even well it was a wee bit chilly this evening there getting a bit chilly but, do you know the way it was pissing down, what day was it"
P1A-098_Bad_weather,and ,Wednesday down at home I think it was or Tuesday and it would 've fucking boiled you alive outside you know You know warm It 's shit like
P1A-098_Bad_weather,but ,Uhm just to see whether you were busy over Halloween but I 'm sure you probably are
P1A-098_Bad_weather,because ,"But uhm I would need an extra pair of hands Now because, uh you was quite ambiguous whether you 'd be able to work or not, uhm"
P1A-098_Bad_weather,So ,I phoned Linda to see if she could get anybody So she 's asking a few people this evening as well
P1A-098_Bad_weather,if ,But uhm if you were in Belfast I know how you like a wee bit of extra work Will you be up here
P1A-098_Bad_weather,so ,Jesus I 've got a cramp in my foot Fuck me Ahm I 'm changing wards so I should have an extra bit of cash coming in anyway
P1A-098_Bad_weather,But ,But the thing is I
P1A-098_Bad_weather,But ,"I 'm be I will be working, uhm different shifts now Before I used to do four and a half days a week half day on Friday I 'm off the weekend Next week I work a Sunday But after that that might be changed I might have to work, long-day Saturdays and Sundays so"
P1A-098_Bad_weather,but ,Well I will be doing nights but I I don't know if I 'll be doing them for the first two weeks but like I want them I need the money like so I mean for
P1A-098_Bad_weather,but ,Well I will be doing nights but I I don't know if I 'll be doing them for the first two weeks but like I want them I need the money like so I mean for
P1A-098_Bad_weather,if ,"Yeah I don't mind them So I mean if it 's a case that I am off, say the Monday Tuesday of that week I 'd want to come up and help you like"
P1A-098_Bad_weather,Cos ,Cos I mean I 'd be coming up to Seanie anyway seeing as I have to work the weekend you know So come here listen I 'm getting Friday
P1A-098_Bad_weather,seeing ,Cos I mean I 'd be coming up to Seanie anyway seeing as I have to work the weekend you know So come here listen I 'm getting Friday
P1A-098_Bad_weather,as ,Cos I mean I 'd be coming up to Seanie anyway seeing as I have to work the weekend you know So come here listen I 'm getting Friday
P1A-098_Bad_weather,Cos ,Cos I I wouldn't mind going down However the shop won't be closed I 'd say until about seven
P1A-098_Bad_weather,However ,Cos I I wouldn't mind going down However the shop won't be closed I 'd say until about seven
P1A-098_Bad_weather,And ,And that 's a bit too late really to go to Derry Isn't it
P1A-098_Bad_weather,But ,It 'd more than likely be an all-night affair But then I have to be back in Belfast for ten in the morning
P1A-098_Bad_weather,then ,It 'd more than likely be an all-night affair But then I have to be back in Belfast for ten in the morning
P1A-098_Bad_weather,Then ,Ah Right Well I 'm off the next day you see Then I 'd probably end up working that Saturday and Sunday maybe or Saturday anyway So
P1A-098_Bad_weather,So ,Ah Right Well I 'm off the next day you see Then I 'd probably end up working that Saturday and Sunday maybe or Saturday anyway So
P1A-098_Bad_weather,If ,I might be off the the two days at the start of the week If I am off anyway any of those couple of days I 'll come up and help you surely
P1A-098_Bad_weather,if ,"Aye and come here if somebody else, comes up and it 's a definite to do it, uh take them You know I mean because I won't know until next week what I 'm working anyway"
P1A-098_Bad_weather,because ,"Aye and come here if somebody else, comes up and it 's a definite to do it, uh take them You know I mean because I won't know until next week what I 'm working anyway"
P1A-098_Bad_weather,And ,"And she 's in the office doing admin work, but I think there 's the possibility, you know that she 'll she 'll get uhm, what do you call it uh promotion, and maybe get into her design and stuff like that"
P1A-098_Bad_weather,but ,"And she 's in the office doing admin work, but I think there 's the possibility, you know that she 'll she 'll get uhm, what do you call it uh promotion, and maybe get into her design and stuff like that"
P1A-098_Bad_weather,cos ,Which is good to see cos like she 's looking a bit unhappy last week
P1A-098_Bad_weather,And ,Nothing And nothing can bring you round Nothing only money
P1A-098_Bad_weather,because ,"Oh nothing because you You, you can't actually do anything"
P1A-098_Bad_weather,and ,"You know you 're so stuck in a rut and, the bills coming in and it 's even worse"
P1A-098_Bad_weather,and ,"You know you 're so stuck in a rut and, the bills coming in and it 's even worse"
P1A-098_Bad_weather,cos ,"And it 's Yeah exactly It 's not, you can't even go to the shop and get yourself something cos you don't have it like"
P1A-098_Bad_weather,then ,And then I 'm off to Brussels on the eighth or the eleventh of December
P1A-098_Bad_weather,So ,So I 'm looking forward to that now
P1A-099_Dresses,and ,I made sandwiches and we 're having tea
P1A-099_Dresses,And ,Nothing And I 've nothing to wear like at all like
P1A-099_Dresses,if ,You can borrow something belonging to me if you want to I don't know if I have anything
P1A-099_Dresses,and ,You 're saying it 'll fit you and I 'm like no no I want it to be big
P1A-099_Dresses,cos ,Well cos otherwise you know like I mean good fitting on me I don't want it to be too small
P1A-099_Dresses,Cos ,Cos I remember it was actually quite long I think
P1A-099_Dresses,and ,"Well I got it off Pauline, and she bought it for herself, and then I bought it off her And she 's you know the way real tall"
P1A-099_Dresses,and ,"Well I got it off Pauline, and she bought it for herself, and then I bought it off her And she 's you know the way real tall"
P1A-099_Dresses,then ,"Well I got it off Pauline, and she bought it for herself, and then I bought it off her And she 's you know the way real tall"
