filename,Offset-raw,fullSent
P1A-100_College_plans,and,and in my mam 's old work it was really bad
P1A-100_College_plans,and,i think it 's cos we were going up to the second floor and we were down in the basement
P1A-100_College_plans,and,i think it 's cos we were going up to the second floor and we were down in the basement
P1A-100_College_plans,and,no we kind of got sidetracked there and there 's
P1A-100_College_plans,and,and while the lift was going down he opened the doors
P1A-100_College_plans,and,"and he did that like, and he was just like"
P1A-100_College_plans,and,"and he did that like, and he was just like"
P1A-100_College_plans,and,"and it was just like, then the thing, the lift stopped and it was just like, oh no"
P1A-100_College_plans,and,"and it was just like, then the thing, the lift stopped and it was just like, oh no"
P1A-100_College_plans,and,"but he was only pretending he closed the doors, so then the thing started going again and it was just like, you fucking bastard"
P1A-100_College_plans,and,and they start drinking coffee
P1A-100_College_plans,and,and you wonder why i 'm the bitter middle child
P1A-100_College_plans,and,i 've smelled emporio for women and it 's not very nice
P1A-100_College_plans,and,and it 's destroyed you
P1A-100_College_plans,then,"my plan is to become popular by uhm being really good at cooking and making them all dependent on me, kind of like a drug dealer, and then they 'll need me"
P1A-100_College_plans,then,"but the worst thing is, imagine if you appealed and then the result came back worse"
P1A-100_College_plans,then,and then if you ask to be put up to the contact lens department they put you on hold again
P1A-100_College_plans,then,"and it was just like, then the thing, the lift stopped and it was just like, oh no"
P1A-100_College_plans,then,"but he was only pretending he closed the doors, so then the thing started going again and it was just like, you fucking bastard"
P1A-100_College_plans,so,so i 'll be friends with them
P1A-100_College_plans,so,so
P1A-100_College_plans,so,so
P1A-100_College_plans,so,so
P1A-100_College_plans,so,so
P1A-100_College_plans,so,so
P1A-100_College_plans,because,"and you only have to pay rent for the weeks of term which is loads better than getting a flat, because for that you 'd have to pay for the whole year"
P1A-100_College_plans,because,i mean it couldn't have been because of his laziness because you 're just as lazy
P1A-100_College_plans,but,but there was maximum of six
P1A-100_College_plans,but,but three people you 're just
P1A-100_College_plans,but,but you 're judith
P1A-100_College_plans,but,but it was hard
P1A-100_College_plans,but,"but, it 's always you come out thinking"
P1A-100_College_plans,but,"but, it 's always you come out thinking"
P1A-100_College_plans,but,"but, they do sometimes like if you got, like i was talking to some girl at an open day there who, like she was a student there"
P1A-100_College_plans,but,that 's horrible but they only did did that to like eight people and they upgraded a few thousand i think so
P1A-100_College_plans,but,but
P1A-100_College_plans,but,but
P1A-100_College_plans,but,but
P1A-100_College_plans,but,but
P1A-100_College_plans,or,"and then is it like, are all the rooms ensuite or do youse"
P1A-100_College_plans,or,or just the fact that everyone calls you little rasho
P1A-100_College_plans,or,"is that, is that nice is that nice all that stuff or would you know"
P1A-100_College_plans,or,that wouldn't be nice at all really or how about
P1A-100_College_plans,if,well that 's if i get in at all i mean
P1A-100_College_plans,if,"but, they do sometimes like if you got, like i was talking to some girl at an open day there who, like she was a student there"
P1A-100_College_plans,if,and then if you ask to be put up to the contact lens department they put you on hold again
P1A-100_College_plans,if,but if i was going to be stuck there it would be pretty crazy
P1A-100_College_plans,when,"but i mean i think they say they go back over it when you appeal it looking for, extra marks they can give you, not looking for"
P1A-100_College_plans,when,"when i was in a lift with my brother, we were in james 's hospital right"
P1A-100_College_plans,when,"i mean wouldn't that be the worst thing you could do when you were stuck in a lift, like drinking something that was going to make you need to pee really soon"
P1A-100_College_plans,when,so when your sister gets there they 're just going to call her female rasho
P1A-100_College_plans,although,"but although i 've never had to ring them, so for all i know they could have weird hold music as well"
P1A-100_College_plans,except,no except for the lift music that 's pretty near
P1A-100_College_plans,while,and while the lift was going down he opened the doors
P1A-100_College_plans,instead,just like you only wearing escape for women instead
P1B-041_Clerical_Habits,and,"and i 'm going to bring my mare in from the field she 's out at grass having a little bit of a holiday at the moment i 'll bring you into the stable, introduce her to you"
P1B-041_Clerical_Habits,and,"and then i went to miss iris kellett in dublin for many years, and in kill in county kildare"
P1B-041_Clerical_Habits,and,well let 's go and get this mare or rather i 'll let you go and get the mare
P1B-041_Clerical_Habits,and,well let 's go and get this mare or rather i 'll let you go and get the mare
P1B-041_Clerical_Habits,and,and i 'll bring her down to you
P1B-041_Clerical_Habits,and,"wren 's hill, and out of a chasing-bred mare"
P1B-041_Clerical_Habits,and,"wren 's hill, and out of a chasing-bred mare"
P1B-041_Clerical_Habits,and,"my late husband was a great horseman and we used to break, in young horses and show them you know"
P1B-041_Clerical_Habits,and,"my late husband was a great horseman and we used to break, in young horses and show them you know"
P1B-041_Clerical_Habits,and,not really highly competitive at all you know i just enjoy working with them and uhm
P1B-041_Clerical_Habits,and,"i think with riding, it 's just being at one with your animal, you know having an understanding with an animal and getting the animal to do what you want it to do"
P1B-041_Clerical_Habits,and,"i think with riding, it 's just being at one with your animal, you know having an understanding with an animal and getting the animal to do what you want it to do"
P1B-041_Clerical_Habits,and,"my husband uh was, running a stud there for paddy prendergast the late paddy prendergast, and i used to ride out for for four years"
P1B-041_Clerical_Habits,and,"my husband uh was, running a stud there for paddy prendergast the late paddy prendergast, and i used to ride out for for four years"
P1B-041_Clerical_Habits,and,and he met an empty turf lorry
P1B-041_Clerical_Habits,and,and he met an empty turf lorry
P1B-041_Clerical_Habits,and,and he met an empty turf lorry
P1B-041_Clerical_Habits,and,"i 'd always wanted to, was never able to because of well family commitments and finance and so on or lack of finance i should say, and uhm"
P1B-041_Clerical_Habits,and,"i 'd always wanted to, was never able to because of well family commitments and finance and so on or lack of finance i should say, and uhm"
P1B-041_Clerical_Habits,and,and as i say i just don't know why i ended up doing theology
P1B-041_Clerical_Habits,and,"but i ended up doing theology, and enjoyed it"
P1B-041_Clerical_Habits,and,and uhm
P1B-041_Clerical_Habits,and,and uhm
P1B-041_Clerical_Habits,and,and uhm
P1B-041_Clerical_Habits,and,and uhm
P1B-041_Clerical_Habits,and,"well uhm i applied then, uh for the interview the weekend the residential interview as we call it, and i was, accepted for that and went on ahead"
P1B-041_Clerical_Habits,and,"well uhm i applied then, uh for the interview the weekend the residential interview as we call it, and i was, accepted for that and went on ahead"
P1B-041_Clerical_Habits,and,as you were thinking about the church and what might happen
P1B-041_Clerical_Habits,and,and it 's very near my own home
P1B-041_Clerical_Habits,and,"well in bailieborough we have three churches, one just in the town and two in the country the manse of course is also in the country, and i 've got about a hundred and thirty families to look after quite a number of elderly folk but also, quite a number of young folk children and young married people this mare is determined determined to eat me isn't she or eat my coat"
P1B-041_Clerical_Habits,then,so then it it is very much a family interest
P1B-041_Clerical_Habits,then,"no i at the beginning i rode on other people 's but, eventually then i was trained i was trained by captain jeremy beale who was a member of the british olympic team, for a couple of years"
P1B-041_Clerical_Habits,then,"no i at the beginning i rode on other people 's but, eventually then i was trained i was trained by captain jeremy beale who was a member of the british olympic team, for a couple of years"
P1B-041_Clerical_Habits,then,but then as i say i just decided that i would go back to college
P1B-041_Clerical_Habits,then,"then people said, you don't want to waste"
P1B-041_Clerical_Habits,then,"then people said, you don't want to waste"
P1B-041_Clerical_Habits,then,"well uhm i applied then, uh for the interview the weekend the residential interview as we call it, and i was, accepted for that and went on ahead"
P1B-041_Clerical_Habits,since,"oh since i was a very young child, about i suppose four or five my first, interest in horses developed"
P1B-041_Clerical_Habits,but,"well you know i used to pray for a pony, every night for years i finished my prayers by praying for a pony, but the pony never came we weren't a very well-off family"
P1B-041_Clerical_Habits,but,"no i at the beginning i rode on other people 's but, eventually then i was trained i was trained by captain jeremy beale who was a member of the british olympic team, for a couple of years"
P1B-041_Clerical_Habits,but,so she 's not very big but big enough for jumping
P1B-041_Clerical_Habits,but,"but she 's a bit hot for the dressage a bit excitable, but good for the show jumping"
P1B-041_Clerical_Habits,but,"but she 's a bit hot for the dressage a bit excitable, but good for the show jumping"
P1B-041_Clerical_Habits,but,"so i love showing a horse, and i love dressage, but three-day eventing"
P1B-041_Clerical_Habits,but,"but i 'm not going to worry if i don't win, as long as the horse goes well as long as i enjoy myself for me that 's the main thing"
P1B-041_Clerical_Habits,but,"but, entering the church had never, entered my mind, at that stage"
P1B-041_Clerical_Habits,but,but fortunately it didn't he got through sheena
P1B-041_Clerical_Habits,but,but then as i say i just decided that i would go back to college
P1B-041_Clerical_Habits,but,but then as i say i just decided that i would go back to college
P1B-041_Clerical_Habits,but,but i did
P1B-041_Clerical_Habits,but,"but i ended up doing theology, and enjoyed it"
P1B-041_Clerical_Habits,but,but again although i was doing that for those summers
P1B-041_Clerical_Habits,but,"you must 've also had to bear in mind that uh you know you had, two children, who were growing up but also you had uh"
P1B-041_Clerical_Habits,but,"well in bailieborough we have three churches, one just in the town and two in the country the manse of course is also in the country, and i 've got about a hundred and thirty families to look after quite a number of elderly folk but also, quite a number of young folk children and young married people this mare is determined determined to eat me isn't she or eat my coat"
P1B-041_Clerical_Habits,so,"so i 'm afraid a pony 's worth, it 'd beyond our means"
P1B-041_Clerical_Habits,so,"so i 'm afraid a pony 's worth, it 'd beyond our means"
P1B-041_Clerical_Habits,so,"no, no she doesn't she was racing this mare, before i got her she raced, did a few bumpers and a couple of hurdles, so she 's got accustomed to people and being out and about she 's a six year old little mare"
P1B-041_Clerical_Habits,so,"no, no she doesn't she was racing this mare, before i got her she raced, did a few bumpers and a couple of hurdles, so she 's got accustomed to people and being out and about she 's a six year old little mare"
P1B-041_Clerical_Habits,so,"so she 's got a little bit of both flat and chasing blood in her, and"
P1B-041_Clerical_Habits,so,"so i love showing a horse, and i love dressage, but three-day eventing"
P1B-041_Clerical_Habits,so,"and you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car"
P1B-041_Clerical_Habits,so,"and you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car"
P1B-041_Clerical_Habits,so,"so, a bit worried at that time in case it might uh cause him to fail his final exams"
P1B-041_Clerical_Habits,so,"so, a bit worried at that time in case it might uh cause him to fail his final exams"
P1B-041_Clerical_Habits,so,and so well i sort of
P1B-041_Clerical_Habits,so,he was a very keen golfer actually which of course he hadn't so i
P1B-041_Clerical_Habits,so,"so, it made it made more difficult, definitely more difficult because you can't just move around the country with a couple of horses and three or four dogs very easily"
P1B-041_Clerical_Habits,so,so it 's
P1B-041_Clerical_Habits,when,so i just rode on other people 's when i got the chance
P1B-041_Clerical_Habits,when,"well florence uh life took a dramatic turn for you, in nineteen eighty-five when when your husband was killed, very suddenly"
P1B-041_Clerical_Habits,or,were you self-taught or
P1B-041_Clerical_Habits,or,well let 's go and get this mare or rather i 'll let you go and get the mare
P1B-041_Clerical_Habits,or,why is that is it a combination of all those skills or
P1B-041_Clerical_Habits,or,"and a teacher, and what was it then that was, within you do you think that was calling you towards the church or was that something that at that stage didn't make itself evident"
P1B-041_Clerical_Habits,once,so once it was in the blood it stayed there
P1B-041_Clerical_Habits,rather,well let 's go and get this mare or rather i 'll let you go and get the mare
P1B-041_Clerical_Habits,because,you stay in because it 's raining you stay here
P1B-041_Clerical_Habits,because,"i 'd always wanted to, was never able to because of well family commitments and finance and so on or lack of finance i should say, and uhm"
P1B-041_Clerical_Habits,because,"so, it made it made more difficult, definitely more difficult because you can't just move around the country with a couple of horses and three or four dogs very easily"
P1B-041_Clerical_Habits,before,"no, no she doesn't she was racing this mare, before i got her she raced, did a few bumpers and a couple of hurdles, so she 's got accustomed to people and being out and about she 's a six year old little mare"
P1B-041_Clerical_Habits,if,"but i 'm not going to worry if i don't win, as long as the horse goes well as long as i enjoy myself for me that 's the main thing"
P1B-041_Clerical_Habits,if,"and you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car"
P1B-041_Clerical_Habits,if,god 's prompting if you like
P1B-041_Clerical_Habits,if,"if i 'm accepted, well and good"
P1B-041_Clerical_Habits,as,"but i 'm not going to worry if i don't win, as long as the horse goes well as long as i enjoy myself for me that 's the main thing"
P1B-041_Clerical_Habits,as,"but i 'm not going to worry if i don't win, as long as the horse goes well as long as i enjoy myself for me that 's the main thing"
P1B-041_Clerical_Habits,as,"and you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car"
P1B-041_Clerical_Habits,as,as you were thinking about the church and what might happen
P1B-041_Clerical_Habits,for,"and it 's very exhilarating racing for example going at high speed on a horse is very very exhilarating, very thrilling"
P1B-041_Clerical_Habits,although,but again although i was doing that for those summers
P1B-041_Clerical_Habits,still,"i still was not thinking of doing it as a full-time, occupation as i until my final year and"
P1B-042_Sunday_Sequence_1,and,"and as the new moderator of the presbyterian church calls for a return to basic christian values, we hear the concerns of some women ministers within that church who fear a theological swing to the right"
P1B-042_Sunday_Sequence_1,and,and that was the main area of discussion when i spoke to the moderator at church house during last week 's general assembly
P1B-042_Sunday_Sequence_1,and,"well have i found often patrick that, whenever a situation gets a little bit tight whether in session committee or any other, meeting that if you can inject a little humour, without going too far i think it very often eases the situation and some things that people 're getting uptight about they ease off and perhaps it does help to to to bring a a a satisfactory conclusion to the whole matter"
P1B-042_Sunday_Sequence_1,and,"well have i found often patrick that, whenever a situation gets a little bit tight whether in session committee or any other, meeting that if you can inject a little humour, without going too far i think it very often eases the situation and some things that people 're getting uptight about they ease off and perhaps it does help to to to bring a a a satisfactory conclusion to the whole matter"
P1B-042_Sunday_Sequence_1,and,"i don't want to be seen to be censoring people god leaves out for us clear rules for good wholesome living, and i 'm trying to point the church and the people that they will i hope uh in some way or other influence back to the basic principles of good wholesome living, not a a a censorious business at all but rather here 's the right way to live god made us, he redeemed us by his son and here 's the way to live"
P1B-042_Sunday_Sequence_1,and,"i don't want to be seen to be censoring people god leaves out for us clear rules for good wholesome living, and i 'm trying to point the church and the people that they will i hope uh in some way or other influence back to the basic principles of good wholesome living, not a a a censorious business at all but rather here 's the right way to live god made us, he redeemed us by his son and here 's the way to live"
P1B-042_Sunday_Sequence_1,and,"i don't want to be seen to be censoring people god leaves out for us clear rules for good wholesome living, and i 'm trying to point the church and the people that they will i hope uh in some way or other influence back to the basic principles of good wholesome living, not a a a censorious business at all but rather here 's the right way to live god made us, he redeemed us by his son and here 's the way to live"
P1B-042_Sunday_Sequence_1,and,and that 's just a sad business if they do because it 's not
P1B-042_Sunday_Sequence_1,and,and that 's just a sad business if they do because it 's not
P1B-042_Sunday_Sequence_1,and,"do you feel that perhaps some of the language that you used, might have been seen as perhaps a little insensitive i 'm thinking about your reference to gay and saying that that was an inept euphemism"
P1B-042_Sunday_Sequence_1,and,"for and this to attach that word to what is after all something that a tendency that they 've been born with which is not happy, to me is very sad"
P1B-042_Sunday_Sequence_1,and,"for and this to attach that word to what is after all something that a tendency that they 've been born with which is not happy, to me is very sad"
P1B-042_Sunday_Sequence_1,and,well i think isn't it really so that it 's because of a turning away from god and
P1B-042_Sunday_Sequence_1,and,"it 's deprived them of good housing, and, they might get the feeling that you are admonishing them without really taking into consideration the real reasons behind perhaps, shoplifting"
P1B-042_Sunday_Sequence_1,and,"it 's deprived them of good housing, and, they might get the feeling that you are admonishing them without really taking into consideration the real reasons behind perhaps, shoplifting"
P1B-042_Sunday_Sequence_1,and,"it 's deprived them of good housing, and, they might get the feeling that you are admonishing them without really taking into consideration the real reasons behind perhaps, shoplifting"
P1B-042_Sunday_Sequence_1,and,and we 've got to come alongside them and try to help them
P1B-042_Sunday_Sequence_1,and,and we 've got to come alongside them and try to help them
P1B-042_Sunday_Sequence_1,and,and we 've got to come alongside them and try to help them
P1B-042_Sunday_Sequence_1,and,and we 've got to come alongside them and try to help them
P1B-042_Sunday_Sequence_1,and,and we 've got to come alongside them and try to help them
P1B-042_Sunday_Sequence_1,and,i quoted where they 're they 're robbing the hospitals at a huge rate and the and at high levels we 're getting huge amounts of money being embezzled in every area
P1B-042_Sunday_Sequence_1,and,i quoted where they 're they 're robbing the hospitals at a huge rate and the and at high levels we 're getting huge amounts of money being embezzled in every area
P1B-042_Sunday_Sequence_1,and,"when people live on a farm for example, all the children are expected to gather together and help out on the farm they don't get paid for doing that"
P1B-042_Sunday_Sequence_1,and,"when people live on a farm for example, all the children are expected to gather together and help out on the farm they don't get paid for doing that"
P1B-042_Sunday_Sequence_1,and,"when people live on a farm for example, all the children are expected to gather together and help out on the farm they don't get paid for doing that"
P1B-042_Sunday_Sequence_1,and,"when people live on a farm for example, all the children are expected to gather together and help out on the farm they don't get paid for doing that"
P1B-042_Sunday_Sequence_1,and,"when people live on a farm for example, all the children are expected to gather together and help out on the farm they don't get paid for doing that"
P1B-042_Sunday_Sequence_1,and,and there 'll be more from the general assembly later in the programme
P1B-042_Sunday_Sequence_1,and,"the result of over five hundred and fifty submissions from various church and secular groups, whose main concern was to find a solution to the troubles in northern ireland from the start of its deliberation the opsahl commission had a difficult task mp ken maginnis dismissed it"
P1B-042_Sunday_Sequence_1,as,"and as the new moderator of the presbyterian church calls for a return to basic christian values, we hear the concerns of some women ministers within that church who fear a theological swing to the right"
P1B-042_Sunday_Sequence_1,as,well i think that homosexual has overtones that are uh as you have mentioned that may be unhappy
P1B-042_Sunday_Sequence_1,when,and that was the main area of discussion when i spoke to the moderator at church house during last week 's general assembly
P1B-042_Sunday_Sequence_1,when,but how can you manage to do that successfully when you 've already criticised your own church in a sense for being more like a social club
P1B-042_Sunday_Sequence_1,when,"when people live on a farm for example, all the children are expected to gather together and help out on the farm they don't get paid for doing that"
P1B-042_Sunday_Sequence_1,but,"and yet you 've got a wonderful sense of humour, but some people might say that uh you know the uh, the principles upon which you are uh basing your theme, of office this year lack humour because it 's back to moral censorship"
P1B-042_Sunday_Sequence_1,but,"i don't want to be seen to be censoring people god leaves out for us clear rules for good wholesome living, and i 'm trying to point the church and the people that they will i hope uh in some way or other influence back to the basic principles of good wholesome living, not a a a censorious business at all but rather here 's the right way to live god made us, he redeemed us by his son and here 's the way to live"
P1B-042_Sunday_Sequence_1,but,"we 've been saying this again and again but not nearly often enough not nearly clearly enough maybe not nearly, specifically enough"
P1B-042_Sunday_Sequence_1,but,but where would you locate what you see as the moral decay what has brought it about
P1B-042_Sunday_Sequence_1,but,"the right ways of living righteousness says the bible, exalteth a nation but sin, is a disgrace to any people"
P1B-042_Sunday_Sequence_1,but,"but you see people who perhaps, commit these sins alcoholism or shoplifting which you say should be called theft"
P1B-042_Sunday_Sequence_1,but,"not always just not, ah but"
P1B-042_Sunday_Sequence_1,because,"and yet you 've got a wonderful sense of humour, but some people might say that uh you know the uh, the principles upon which you are uh basing your theme, of office this year lack humour because it 's back to moral censorship"
P1B-042_Sunday_Sequence_1,because,and that 's just a sad business if they do because it 's not
P1B-042_Sunday_Sequence_1,because,"you can understand the reason for the poor people doing it because they are so poor but in the case of the rich sin 's still sin and there 's still rich, uh going for theft and all the other things"
P1B-042_Sunday_Sequence_1,rather,"i don't want to be seen to be censoring people god leaves out for us clear rules for good wholesome living, and i 'm trying to point the church and the people that they will i hope uh in some way or other influence back to the basic principles of good wholesome living, not a a a censorious business at all but rather here 's the right way to live god made us, he redeemed us by his son and here 's the way to live"
P1B-042_Sunday_Sequence_1,if,and that 's just a sad business if they do because it 's not
P1B-042_Sunday_Sequence_1,if,if you 've got a if you 're a mother
P1B-042_Sunday_Sequence_1,or,"and this is what i was trying to do, we as a church must get alongside those who have this tendency as we must get alongside those who are, uh have the tendency to alcoholism and get alongside them and try to help them to resist a tendency that they 've been born with or that they have eventually found within themselves and fight that tendency"
P1B-042_Sunday_Sequence_1,for,"and that 's why i 'm very happy that in this year i will have the opportunity to work with the other churches and to work closely with them, in for there are many areas that we can share together"
P1B-042_Sunday_Sequence_1,for,"and that 's why i 'm very happy that in this year i will have the opportunity to work with the other churches and to work closely with them, in for there are many areas that we can share together"
P1B-042_Sunday_Sequence_1,for,"and i put it in inverted commas committed, by people who are marginalised for example theft is"
P1B-042_Sunday_Sequence_1,for,"when people live on a farm for example, all the children are expected to gather together and help out on the farm they don't get paid for doing that"
P1B-042_Sunday_Sequence_1,before,and of course in the old country churches the family pew and family grace before meals comes in there 's a lot to be said for being brought up in the country
P1B-042_Sunday_Sequence_1,before,"the northern catholic bishops failed to make a contribution, and some republican community activists were suspicious of making a submission for fear of being politically vetted apart from the sdlp who preferred to study the documents before giving a considered opinion, the other parties were clear about how they felt"
P1B-042_Sunday_Sequence_1,later,and there 'll be more from the general assembly later in the programme
P1B-043_Sunday_Sequence_2,when,their story begins in northern ireland as the elect people what does that do when it comes to looking at memory and how memory is used in telling a story
P1B-043_Sunday_Sequence_2,when,"how dangerous, light uh after the collapse of stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this"
P1B-043_Sunday_Sequence_2,when,"i mean what, uh what kind of primacy do uh the ira the provisional sinn fe/in give to catholic nationalism when they have their vision of a united ireland"
P1B-043_Sunday_Sequence_2,when,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,when,the conference would like to challenge methodists throughout northern ireland to rediscover their identity as a community church when i spoke to the reverend david cooper
P1B-043_Sunday_Sequence_2,and,"i think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose i"
P1B-043_Sunday_Sequence_2,and,"i think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose i"
P1B-043_Sunday_Sequence_2,and,"i think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose i"
P1B-043_Sunday_Sequence_2,and,"i think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose i"
P1B-043_Sunday_Sequence_2,and,"i think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose i"
P1B-043_Sunday_Sequence_2,and,"i mean to transcend means that you might have to debunk some of the mythology that has grown up around, the catholic story and the protestant story"
P1B-043_Sunday_Sequence_2,and,"how dangerous, light uh after the collapse of stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this"
P1B-043_Sunday_Sequence_2,and,"how dangerous, light uh after the collapse of stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this"
P1B-043_Sunday_Sequence_2,and,for example if you walked through the areas of uh uh loyalist belfast you 'll see that men will take up the gun to fight for god and ulster
P1B-043_Sunday_Sequence_2,and,and uhm i think uh this is also true of the any vision that is left in uh catholic nationalism that it 's exclusive rather than inclusive
P1B-043_Sunday_Sequence_2,and,and there is a strong anti-clericalism
P1B-043_Sunday_Sequence_2,and,and there is a strong anti-clericalism
P1B-043_Sunday_Sequence_2,and,they 're crumbling now in front of a world which is changing rapidly and the ideologues of both camps aren't prepared to accept that
P1B-043_Sunday_Sequence_2,and,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,and,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,and,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,and,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,and,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,and,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,and,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,and,"and it is after all the duty of garrison people as they have, by and large been, that they should not win friends and influence people because you 've got to dominate people and if you 're going to dominate them then you don't try to win them over as friends"
P1B-043_Sunday_Sequence_2,and,and uh one of the reports before us this year is to seek to help methodist churches not to be an end in themselves but to be a means to an end in the sense that we want our methodist churches to serve the community
P1B-043_Sunday_Sequence_2,therefore,we 've got the big battalions therefore we have the right to call the tune
P1B-043_Sunday_Sequence_2,therefore,they are therefore feeling themselves uh abandoned and out on a limb
P1B-043_Sunday_Sequence_2,though,though i 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group
P1B-043_Sunday_Sequence_2,but,but i 've called them those
P1B-043_Sunday_Sequence_2,but,but i 've called them those
P1B-043_Sunday_Sequence_2,but,but that must be an extremely difficult thing to do
P1B-043_Sunday_Sequence_2,but,"but uh i think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does"
P1B-043_Sunday_Sequence_2,but,"but uh i think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does"
P1B-043_Sunday_Sequence_2,but,"but uh i think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does"
P1B-043_Sunday_Sequence_2,but,"but uh i think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does"
P1B-043_Sunday_Sequence_2,but,"but uh i think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does"
P1B-043_Sunday_Sequence_2,but,"but uh i think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does"
P1B-043_Sunday_Sequence_2,but,but i 'm quite sure that it is not the british empire
P1B-043_Sunday_Sequence_2,but,but i 'm quite sure that it is not the british empire
P1B-043_Sunday_Sequence_2,but,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,but,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,but,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,but,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,but,"and uh but of course i think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group"
P1B-043_Sunday_Sequence_2,but,and uh one of the reports before us this year is to seek to help methodist churches not to be an end in themselves but to be a means to an end in the sense that we want our methodist churches to serve the community
P1B-043_Sunday_Sequence_2,rather,"it 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
