Offset-raw,filename,arg1,arg2
and,P1A-097_Sisters_2,and,"know the day is going to come when I 'm going to say you know , do something or go upstairs or do you know he 's going to say no And then what do you do"
and,P1A-097_Sisters_2,and,"know the day is going to come when I 'm going to say you know , do something or go upstairs or do you know he 's going to say no And then what do you do"
and,P1A-097_Sisters_2,and,"know the day is going to come when I 'm going to say you know , do something or go upstairs or do you know he 's going to say no And then what do you do"
and,P1A-097_Sisters_2,be,that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned
and,P1A-097_Sisters_2,be,that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned
so,P1A-097_Sisters_2,And going out and,he was not at all amused
so,P1A-097_Sisters_2,And going out and,he was not at all amused
when,P1A-097_Sisters_2,it 's too dangerous,you look at the likes of Bobby Nelson
when,P1A-097_Sisters_2,"But uhm , he just , got up this morning and he 's permanently wants to have baths Now and",you turn on the water for a bath the radiators have to go off
when,P1A-097_Sisters_2,I I remember actually,I was in the hospital a woman in the next bed having it and she looked absolutely wretched I was thinking I did n't say that to him
when,P1A-097_Sisters_2,it 'll be good,it 's done
when,P1A-097_Sisters_2,no but Well,"it gets to where it does n't feel , right"
then,P1A-097_Sisters_2,So,"wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but , you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
then,P1A-097_Sisters_2,So,"wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but , you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
then,P1A-097_Sisters_2,this morning he,and he starts saying to me uhm
or,P1A-097_Sisters_2,yesterday he said I 'm going into town to get my ear pierced And I said you are in your bum going into town to get your ear pierced Where are you going And he said oh this place in Nemo 's Arcade And I said you have to go somewhere hygienic,you 'll get AIDS or something
or,P1A-097_Sisters_2,Yeah He is bright Yeah yeah,he might even go on to the Leaving Cert
but,P1A-097_Sisters_2,that,boil
but,P1A-097_Sisters_2,that,boil
but,P1A-097_Sisters_2,that,boil
if,P1A-097_Sisters_2,uh that n't which you were gay,it was one
if,P1A-097_Sisters_2,we 'll go for a walk Cos,it was left to me I 'd
because,P1A-097_Sisters_2,And that you kind of avoid that,once he realises he can say no and get away with it you 've had it
once,P1A-097_Sisters_2,"Really And I know the day is going to come when I 'm going to say you know , do something or go upstairs or do you know and he 's going to say no And then what do you do that avoid that because you 've had it",he realises he can say no and get away with it
and,P1A-098_Bad_weather,I 've still got Eamon Downey 's as well,his birthday I think was even before yours
and,P1A-098_Bad_weather,You know you 're so stuck in a rut the bills coming in,and it 's even worse
and,P1A-098_Bad_weather,You know you 're so stuck in a rut the bills coming in,and it 's even worse
so,P1A-098_Bad_weather,No Seanie was working in Derry,I was in there And uhm
so,P1A-098_Bad_weather,to if,she 's asking a few people this evening
so,P1A-098_Bad_weather,I 've,I have
so,P1A-098_Bad_weather,That 's right Excellent,I 'm looking forward to that now
when,P1A-098_Bad_weather,So it clearly means that you kept him up all night all week,he talks about working hard all week
when,P1A-098_Bad_weather,good,you do n't know what you want
then,P1A-098_Bad_weather,Geoff was round on Tuesday,and I went out for a meal with Luke last night I 've just I 've spent
then,P1A-098_Bad_weather,I cooked like pork and leek sausages with loads of mash,"and I stuffed peppers with uh , mushrooms and onions chorizo sausages"
then,P1A-098_Bad_weather,It 'd more than likely be an all-night affair,But I have to be back in Belfast for ten in the morning
if,P1A-098_Bad_weather,I know I,"as me and Mary were saying if we go out , it 'll make yourself go somewhere like Lavery 's or the Empire because , you could n't be bothered queuing outside a nice bar tonight like"
if,P1A-098_Bad_weather,But I know how you like a wee bit of extra work Will you be up here,you were in Belfast
if,P1A-098_Bad_weather,Yeah I do n't mind them say the Monday Tuesday of that week I 'd want to come up and help you like,it 's a case that I am off
if,P1A-098_Bad_weather,I 'll come up and help you surely,I am off anyway any of those couple of days
if,P1A-098_Bad_weather,and come and,somebody else
because,P1A-098_Bad_weather,Uhm I 'm not actually,Oh
once,P1A-098_Bad_weather,And cos it 's it 's a case of you 're stuck there for the night,you get out there
but,P1A-098_Bad_weather,"I 'm not not , too sure of the times",it 's only nine quid for a three course meal
but,P1A-098_Bad_weather,I 'm eating rabbit food every day at work,"there has to be a bit of meat for me to digest the , lettuce , carrots , and a bit of pasta that I take like Exactly"
but,P1A-098_Bad_weather,Uhm just to see whether you were busy over Halloween,I 'm sure you probably are
but,P1A-098_Bad_weather,be I do n't know if I 'll be doing them for the first two weeks,like I want them
but,P1A-098_Bad_weather,be I do n't know if I 'll be doing them for the first two weeks,like I want them
but,P1A-098_Bad_weather,It 'd more than likely be an all-night affair,then I have to be back in Belfast for ten in the morning
but,P1A-098_Bad_weather,And she 's in the office doing admin work I think there 's the possibility,you know that she 'll
though,P1A-098_Bad_weather,It was just too much but,It was lovely
as,P1A-098_Bad_weather,Cos I 'd be coming up to Seanie anyway seeing,I have to work the weekend you know So come here
and,P1A-099_Dresses,I made sandwiches,we 're having tea
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,it 'll fit you,I 'm like no no
and,P1A-099_Dresses,Well I got it off Pauline,"she bought it for herself , and then I bought it off her And she 's you know the way real tall"
and,P1A-099_Dresses,Well I got it off Pauline,"she bought it for herself , and then I bought it off her And she 's you know the way real tall"
and,P1A-099_Dresses,Well I got it off Pauline,"she bought it for herself , and then I bought it off her And she 's you know the way real tall"
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
and,P1A-099_Dresses,Yeah,"is that like , is it big"
and,P1A-099_Dresses,And,was like delighted with it and everything I brought mum up to see it she totally ditched it
if,P1A-099_Dresses,something belonging to me,you want to I do n't know if I have anything
if,P1A-099_Dresses,heels wear,I wore four inches
if,P1A-099_Dresses,Uhm no it 's not it 's uhm Charles as well and that I think that 's including Fintan,we can get him to come but we probably wo n't be able to
if,P1A-099_Dresses,like give them the sixty quid,you knew one of the guys who were collecting the tickets
if,P1A-099_Dresses,No I ca n't,I 'm going to Declan 's as well
if,P1A-099_Dresses,Ah,"you 're going to Declan 's as well , which is like only in like ten weeks or something"
then,P1A-099_Dresses,she bought it for herself,and I bought it off her And she 's you know the way real tall
then,P1A-099_Dresses,Well we could,but we were thinking she might think it was a bit bad We 'd be friendlier with her
but,P1A-099_Dresses,Yeah it 's nice enough like It 's long like you know what I mean It 's like a I think it 's not meant to be that long,on me it 's like a long skirt
but,P1A-099_Dresses,oh we got all of ours,we did n't get yours
but,P1A-099_Dresses,Well we could,then we were thinking she might think it was a bit bad We 'd be friendlier with her
but,P1A-099_Dresses,I 'd say we 'll end up in Declan 's I mean like that was our immediate thing,we feel a bit bad so we 'll just have to see What are you saying yeah Are you going to come to the Ball
because,P1A-099_Dresses,he 's turned off his phone,apparently people keep ringing him
because,P1A-099_Dresses,n't what to do,we 're invited to Sarah 's as well on the same night
and,P1A-100_College_plans,"My plan is to become popular by uhm being really good at cooking and making them all dependent on me , kind of like a drug dealer",then they 'll need me so I 'll be friends with them
and,P1A-100_College_plans,"than a lot of places Uhm you 'd share , everybody has their own room",you have the room for three years which most places only give it to you for one or two years
and,P1A-100_College_plans,You kind of apply for it,it 's kind of first come first served so
and,P1A-100_College_plans,so hopefully just the three people are alright,they 're not
and,P1A-100_College_plans,No,It 's like clown music It 's awful then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched
and,P1A-100_College_plans,No,It 's like clown music It 's awful then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched
and,P1A-100_College_plans,"But sure for all you know you could could have got A in both of them But the worst thing is , imagine if you appealed",then the result came back worse
and,P1A-100_College_plans,That 's horrible but they only did did that to like eight people,they upgraded a few thousand I think so
and,P1A-100_College_plans,It 's like clown music It 's awful And then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched,"every few seconds it 's interrupted by , welcome to Specsavers Your call is important to us"
and,P1A-100_College_plans,Yeah they might And in my mam 's old work it was really bad It was like a computer-generated version of Greensleeves,it was really slow and depressing and horrible
and,P1A-100_College_plans,we were going up to the second floor,we were down in the basement and we were just walking by the lifts anyway so it was just like
and,P1A-100_College_plans,we were going up to the second floor,we were down in the basement and we were just walking by the lifts anyway so it was just like
and,P1A-100_College_plans,Yeah no we kind of got sidetracked there,"there 's , there 's something I was going to say I ca n't remember now"
and,P1A-100_College_plans,Mhm,while the lift was going down he opened the doors
and,P1A-100_College_plans,in here like cos he was in the lift by himself earlier,"he did that like , and he was just like , oh look at this"
and,P1A-100_College_plans,in here like cos he was in the lift by himself earlier,"he did that like , and he was just like , oh look at this"
and,P1A-100_College_plans,And and we 're stuck Oh my God and,it was just like
and,P1A-100_College_plans,And and we 're stuck Oh my God and,it was just like
and,P1A-100_College_plans,And and we 're stuck Oh my God and,it was just like
and,P1A-100_College_plans,Yeah That would really be horrible Have you seen that ad you know where they get stuck in the lift,"they start drinking coffee I mean would n't that be the worst thing you could do when you were stuck in a lift , like drinking something that was going to make you need to pee really soon"
and,P1A-100_College_plans,I 've smelled Emporio for women,it 's not very nice
then,P1A-100_College_plans,It 's like clown music It 's awful,And if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched
then,P1A-100_College_plans,only,the thing started going again and
so,P1A-100_College_plans,and then they 'll need me,I 'll be friends with them
so,P1A-100_College_plans,Uh,"and there 's a room , like a sort of a bigger dining room where you can have people over and stuff so"
because,P1A-100_College_plans,than getting a flat,for that you 'd have to pay for the whole year
but,P1A-100_College_plans,You did n't sit my exams,you 're Judith You 're smart
but,P1A-100_College_plans,That 's horrible,they only did did that to like eight people and they upgraded a few thousand I think so
but,P1A-100_College_plans,I ca n't remember why we were going up the lift,we went up the lift I was
but,P1A-100_College_plans,I think it was something about lifts,"I ca n't think of it , what it was now"
but,P1A-100_College_plans,like I usually I do n't mind small confined spaces,if I was going to be stuck there
or,P1A-100_College_plans,Yeah I 've suddenly realised why you 're so bitter I mean it could n't have been because of his laziness because you 're just as lazy So I did n't know what it was,just the fact that everyone calls you Little Rasho
or,P1A-100_College_plans,Yeah That would n't be nice at all really,how about Emporio for women Is that nice
if,P1A-100_College_plans,well that 's,I get in at all
if,P1A-100_College_plans,It 's like clown music It 's awful they put you on hold again And,you ask to be put up to the contact lens department
if,P1A-100_College_plans,cos,I was going to be stuck there
when,P1A-100_College_plans,But I they go back over it extra marks they can give,you appeal it looking for
when,P1A-100_College_plans,"yeah , now see once",I was in a lift
although,P1A-100_College_plans,No but No but so for all I know they could have weird hold music as well,I 've never had to ring them
while,P1A-100_College_plans,And he opened the doors,the lift was going down
instead,P1A-100_College_plans,you,like wearing Escape for women
and,P1B-041_Clerical_Habits,Well we 're going up now to the stable yard It was built for me here in part of the old barn,"I 'm going to bring my mare in from the field She 's out at grass having a little bit of a holiday at the moment I 'll bring you into the stable , introduce her to you"
and,P1B-041_Clerical_Habits,what in mostly you know the dressage cross country,the show jumping
and,P1B-041_Clerical_Habits,what in mostly you know the dressage cross country,the show jumping
and,P1B-041_Clerical_Habits,My late husband was a great horseman,"we used to break , in young horses and show them"
and,P1B-041_Clerical_Habits,My late husband was a great horseman,"we used to break , in young horses and show them"
and,P1B-041_Clerical_Habits,I just enjoy working with them,"uhm , well I would n't like you to think I did n't try my best I love things to be done well properly but I 'm not going to worry if I do n't win , as long as the horse goes well as long as I enjoy myself For me that 's the main thing"
and,P1B-041_Clerical_Habits,I rode out on the race horses,"that really was it was really enjoyable both the breeding the the foals coming every spring and , the you know the young animals working with them and then of course the th ' actual riding I found it very thrilling"
and,P1B-041_Clerical_Habits,I rode out on the race horses,"that really was it was really enjoyable both the breeding the the foals coming every spring and , the you know the young animals working with them and then of course the th ' actual riding I found it very thrilling"
and,P1B-041_Clerical_Habits,it did Frank was killed in an accident He was driving home from work one evening,"he met an empty turf lorry And you know how if they 're bringing a very large load of turf , they usually increase the the amount they can take by putting great big wooden gates on the top with , steel or iron supports , so those had n't been properly secured , and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected and you know quite a shock Took me quite a while to get over that"
and,P1B-041_Clerical_Habits,it did Frank was killed in an accident He was driving home from work one evening,"he met an empty turf lorry And you know how if they 're bringing a very large load of turf , they usually increase the the amount they can take by putting great big wooden gates on the top with , steel or iron supports , so those had n't been properly secured , and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected and you know quite a shock Took me quite a while to get over that"
and,P1B-041_Clerical_Habits,it did Frank was killed in an accident He was driving home from work one evening,"he met an empty turf lorry And you know how if they 're bringing a very large load of turf , they usually increase the the amount they can take by putting great big wooden gates on the top with , steel or iron supports , so those had n't been properly secured , and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected and you know quite a shock Took me quite a while to get over that"
and,P1B-041_Clerical_Habits,"Well it took some time It took quite a few months actually I just decided that I would go back to college I 'd always wanted to , was never able to because of well family commitments and finance and so on or lack of finance I should say , and uhm I just decided this was the chance I would go back to university I was actually late with my applications of course by the time I , picked myself up and decide to do this",but I just managed to get in to be accepted
and,P1B-041_Clerical_Habits,"Well it took some time It took quite a few months actually I just decided that I would go back to college I 'd always wanted to , was never able to because of well family commitments and finance and so on or lack of finance I should say , and uhm I just decided this was the chance I would go back to university I was actually late with my applications of course by the time I , picked myself up and decide to do this",but I just managed to get in to be accepted
and,P1B-041_Clerical_Habits,Oh yes well I 'd thought of doing either French or music,as I say I just do n't know why I ended up doing theology but I did I do n't think anybody suggested it to me I presume it was just
and,P1B-041_Clerical_Habits,on ahead did my various interviews and eventually was accepted,that meant I had to do a pastoral year there at the college at the same time working as an assistant in a church in a congregation
and,P1B-041_Clerical_Habits,on ahead did my various interviews and eventually was accepted,that meant I had to do a pastoral year there at the college at the same time working as an assistant in a church in a congregation
and,P1B-041_Clerical_Habits,As you were thinking about the church,what might happen you must 've
and,P1B-041_Clerical_Habits,Yes it is,it 's very near my own home you see which is eleven miles away Yes it 's lovely
but,P1B-041_Clerical_Habits,I love dressage,three-day eventing would be what we 're interested in mostly you know the dressage cross country and the show jumping
but,P1B-041_Clerical_Habits,"Well it took some time It took quite a few months actually as I just decided that I would go back to college I 'd always wanted to , was never able to because of well family commitments and finance and so on or lack of finance I should say , and uhm I just decided this was the chance I would go back to university And I was actually late with my applications of course by the time I , picked myself up and decide to do this",I just managed to get in to be accepted
but,P1B-041_Clerical_Habits,"Well it took some time It took quite a few months actually as I just decided that I would go back to college I 'd always wanted to , was never able to because of well family commitments and finance and so on or lack of finance I should say , and uhm I just decided this was the chance I would go back to university And I was actually late with my applications of course by the time I , picked myself up and decide to do this",I just managed to get in to be accepted
but,P1B-041_Clerical_Habits,God 's prompting if you like,"I ended up doing theology , and enjoyed it"
so,P1B-041_Clerical_Habits,were so,I just rode on other people 's when I got the chance
so,P1B-041_Clerical_Habits,were so,I just rode on other people 's when I got the chance
so,P1B-041_Clerical_Habits,did a few bumpers and a couple of hurdles,she 's got accustomed to people and being out and
so,P1B-041_Clerical_Habits,did a few bumpers and a couple of hurdles,she 's got accustomed to people and being out and
so,P1B-041_Clerical_Habits,You know,"I love showing a horse I love dressage , but three-day eventing would be what we 're interested in mostly you know the dressage cross country and the show jumping"
once,P1B-041_Clerical_Habits,So,it was in the blood
because,P1B-041_Clerical_Habits,ll stay in,it 's raining You
before,P1B-041_Clerical_Habits,"this mare did a few bumpers and a couple of hurdles , so she 's got accustomed to people and being out and about She 's a six year old little mare",I got her she raced
if,P1B-041_Clerical_Habits,"it did Frank was killed in an accident He was driving home from work one evening and he met an empty turf lorry And how they usually increase the the amount they can take by putting great big wooden gates on the top with , steel or iron supports those had n't been properly secured",they 're bringing a very large load of turf
as,P1B-041_Clerical_Habits,"That 's right yes that 's right , uhm it did Frank was killed in an accident He was driving home from work one evening and he met an empty turf lorry And you know how if they 're bringing a very large load of turf , they usually increase the the amount they can take by putting great big wooden gates on the top with , steel or iron supports , so those had n't been properly secured , and one of these fell on top of his car So that was certainly very unexpected and you know quite a shock Took me quite a while to get over that",his car met the lorry
and,P1B-042_Sunday_Sequence_1,hear We ask leading churchmen to assess the role of their own denominations,as the new Moderator of the Presbyterian Church calls for a return to basic Christian values
and,P1B-042_Sunday_Sequence_1,"the theme the incoming Moderator of the Presbyterian Church in Ireland , the Reverend Dr Andrew Rodgers has chosen for his year in office Last Monday evening Dr Rodgers was installed at a service at Church House in Belfast where he succeeded the Very Reverend Dr John Dunlop During his term of office the new Moderator intends to lead a personal crusade , to make the Christian message more apparent in society here",that was the main area of discussion when I spoke to the Moderator at Church House during last week 's General Assembly First though did he feel that a useful asset for any moderator at general assembly was a sense of humour
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,"Yeah No it 's not back to moral censorship It 's back to , moral programme as God lays it out for us I do n't want to be seen to be censoring people God leaves out for us clear rules for good wholesome living , and I 'm trying to point the Church and the people that they will I hope uh in some way or other influence back to the basic principles of good wholesome living , not a a a censorious business at all but rather here 's the right way to live God made us , he redeemed us by his son and here 's the way to live That 's what he 's saying",that 's what I 'm trying to point them back to
and,P1B-042_Sunday_Sequence_1,"Yeah No it 's not back to moral censorship It 's back to , moral programme as God lays it out for us I do n't want to be seen to be censoring people God leaves out for us clear rules for good wholesome living , and I 'm trying to point the Church and the people that they will I hope uh in some way or other influence back to the basic principles of good wholesome living , not a a a censorious business at all but rather here 's the right way to live God made us , he redeemed us by his son and here 's the way to live That 's what he 's saying",that 's what I 'm trying to point them back to
and,P1B-042_Sunday_Sequence_1,"Yeah No it 's not back to moral censorship It 's back to , moral programme as God lays it out for us I do n't want to be seen to be censoring people God leaves out for us clear rules for good wholesome living , and I 'm trying to point the Church and the people that they will I hope uh in some way or other influence back to the basic principles of good wholesome living , not a a a censorious business at all but rather here 's the right way to live God made us , he redeemed us by his son and here 's the way to live That 's what he 's saying",that 's what I 'm trying to point them back to
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
and,P1B-042_Sunday_Sequence_1,and,s just a sad business if they do because it 's not It 's the gathering of God 's people together it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
as,P1B-042_Sunday_Sequence_1,we a response from the Churches we,the new Moderator of the Presbyterian Church calls for a return to basic Christian values
as,P1B-042_Sunday_Sequence_1,"Well I think that homosexual has overtones that are uh as you have mentioned that may be unhappy My problem with the word gay is that I always associated in the past gay with a a happy note , a a pleasant note For and this to attach that word to what is after all something that a tendency that they 've been born with which is not happy , to me is very sad Now I want to make it very clear that I did not condemn homosexuals Not at all I said quite simply that the Bible teaches that homosexuality is wrong in the sight of God And that we as a church and this is what I was trying to do , we itself is not sin",a church must get alongside those who have this tendency as we must get alongside those who are
when,P1B-042_Sunday_Sequence_1,that the main area of discussion,I spoke to the Moderator at Church House during last week 's General Assembly First though did he feel that a useful asset for any moderator at general assembly was a sense of humour
when,P1B-042_Sunday_Sequence_1,how can you to do that successfully,you 've already criticised your own Church in a sense for being more like a social club I mean you would like to see uh a kind of moral regeneration taking place within the Presbyterian community and of
but,P1B-042_Sunday_Sequence_1,And yet you 've got a wonderful sense of humour,"some people might say that uh you know the uh , the principles upon which you are uh basing your theme , of office this year lack humour because it 's back to moral censorship"
because,P1B-042_Sunday_Sequence_1,"might that uh , the principles upon which you are uh basing your theme , of office this year lack humour",it 's back to moral censorship
because,P1B-042_Sunday_Sequence_1,to that just if they do,it 's not It 's the gathering of God 's people together and it 's a matter of them going out with the message that they 've been given to tell others how to live in a way that is pleasing to God and that as the result of it being
or,P1B-042_Sunday_Sequence_1,that they 've been born with,that they have eventually found within themselves
before,P1B-042_Sunday_Sequence_1,to study the documents,"giving a considered opinion , the other parties were clear about how they felt"
when,P1B-043_Sunday_Sequence_2,What,it comes to looking at memory
when,P1B-043_Sunday_Sequence_2,to play that the Provisional Sinn Fe/in give to Catholic Nationalism,they have their vision of a united Ireland
when,P1B-043_Sunday_Sequence_2,would challenge to rediscover their identity as a community church,I spoke to the Reverend David Cooper
and,P1B-043_Sunday_Sequence_2,"But that must be an extremely difficult thing to do I mean to transcend means that you might have to debunk some of the mythology that has grown up around , the Catholic story and the Protestant story",you talk about prophetic voice Do you have a prophetic way in which the Churches could actually do that
and,P1B-043_Sunday_Sequence_2,"that 's our vision We want , to to maintain the link with Britain",we want to maintain our Protestant ethos
and,P1B-043_Sunday_Sequence_2,One of the challenges that that brings to us as Methodists is how do we serve these communities,uh one of the reports before us this year is to seek to help Methodist churches not to be an end in themselves but to be a means to an end in the sense that we want our Methodist churches to serve the community
if,P1B-043_Sunday_Sequence_2,But the two protagonists to the conflict might disagree with you uh,"you walked through the areas of uh uh Loyalist Belfast you 'll see that men will take up the gun to fight for God and Ulster They 'll say that 's our vision We want , to to maintain the link with Britain and we want to maintain our Protestant ethos We want , to regenerate that ethos with each new generation"
because,P1B-043_Sunday_Sequence_2,whether that paradigm is functional today in Northern Ireland,"in a sense the dominant group I 'm talking about Unionists , are no longer dominant in any real sense because they do n't have any , uh they do n't have any control over , political power It 's it 's direct rule from Westminster They feel that there is a a democratic deficit They are in the process of creating a new story A new story which evolves around , look we 're victims too"
because,P1B-043_Sunday_Sequence_2,whether that paradigm is functional today in Northern Ireland,"in a sense the dominant group I 'm talking about Unionists , are no longer dominant in any real sense because they do n't have any , uh they do n't have any control over , political power It 's it 's direct rule from Westminster They feel that there is a a democratic deficit They are in the process of creating a new story A new story which evolves around , look we 're victims too"
when,P1B-044_Bishop_Poyntz,"to help , out Bishop Poyntz did n't draw back from criticism of the Protestant professional classes for their indifference when asked to help the disadvantaged",I talked to him this morning
when,P1B-044_Bishop_Poyntz,"to help , out Bishop Poyntz did n't draw back from criticism of the Protestant professional classes for their indifference when asked to help the disadvantaged",I talked to him this morning
when,P1B-044_Bishop_Poyntz,that that when they had appalling housing on the Shankill Road never,they
when,P1B-044_Bishop_Poyntz,that that when they had appalling housing on the Shankill Road never,they
when,P1B-044_Bishop_Poyntz,that that when they had appalling housing on the Shankill Road never,they
if,P1B-044_Bishop_Poyntz,"that I think bound together not probably politically but whereas there 's a a we 've got that sort of Protestant individualism And uhm I I. I I see enormous strides being made in other areas , tremendous funds being poured into other areas and quite rightly so too And it seemed to me that perhaps we were n't getting our act together And that we should look for uhm uh expertise people like maybe solicitors and bankers and trade unionists and community workers and retired civil servants other people like that who might be help help us and help clergy and parishes uh in formulating schemes and Yeah I 'm afraid",you go to other areas like the Shankill or other areas
