filename,Offset-raw,arg1,arg2
P1A-097_Sisters_2,so,I 'm bigger than you and this kind of thing,"anyway I, then he wanted to talk to me so I came out to the bottom of the stairs and he said he was sorry and all that And I said look I 've no objection to you getting your ear pierced but, you know you have to be careful and that So in the end anyway he went into this place and he got it done So I thought thought I hope it 's as sore as bedamned you little shite"
P1A-097_Sisters_2,when,Yeah I mean it 's too dangerous,you look at the likes of Bobby Nelson
P1A-097_Sisters_2,when,"But uhm, he just, got up this morning and he 's permanently wants to have baths Now and everyone is fucking freezing",you turn on the water for a bath the radiators have to go off
P1A-097_Sisters_2,when,to come,"I 'm going to say you know, do something or go upstairs or do you know"
P1A-097_Sisters_2,when,I remember actually,I was in the hospital a woman in the next bed having it and she looked absolutely wretched I was thinking I didn't say that to him
P1A-097_Sisters_2,when,it 'll be good,it 's done
P1A-097_Sisters_2,when,"I, no but Well yeah","it gets to where it doesn't feel, right"
P1A-097_Sisters_2,when,and that You feel well maybe now for the New Year,skirts feel tight
P1A-097_Sisters_2,then,nan,to say no and
P1A-097_Sisters_2,then,I came out to the bottom of the stairs,I he wanted to talk to me
P1A-097_Sisters_2,then,this morning he,he starts saying to me
P1A-097_Sisters_2,or,you 'll get AIDS or something,you have to go somewhere hygienic
P1A-097_Sisters_2,or,Yeah He is bright Yeah yeah,he might even go on to the Leaving Cert
P1A-097_Sisters_2,or,So she must be still in,I imagine she 'd have given a call you know that
P1A-097_Sisters_2,but,he was like a devil yesterday,he
P1A-097_Sisters_2,but,"It is a bit much And and I certainly would worry about you know, he 's bad enough as he is and he 's going into a phase that will be so difficult with him going out and that kind of thing I dread it you know I really dread it, kind of going out and vanishing and, hanging round in gangs and this kind of thing It, he was kind of slow to do it","it has happened now very, very abruptly you know Yeah"
P1A-097_Sisters_2,but,he was like a devil yesterday,he
P1A-097_Sisters_2,but,he was like a devil yesterday,he
P1A-097_Sisters_2,if,the left,it 's the right one you 're gay
P1A-097_Sisters_2,if,which one you were gay,it was one
P1A-097_Sisters_2,if,we 'll go for a walk Cos,it was left to me
P1A-097_Sisters_2,once,that because you 've had it,he realises he can say no and get away with it
P1A-098_Bad_weather,and,I 've still got Eamon Downey 's as well,his birthday I think was even before yours
P1A-098_Bad_weather,and,Yeah wouldn't couldn't be fucking arsed I think going out in it,it 's fucking minging I really would
P1A-098_Bad_weather,and,Well Eithne 's been away in Spain,"so I don't really like being, out sitting in the house on my own, cos once you get out there, it 's it 's a case of you 're stuck there for the night You wouldn't even go to the shop, cos it 's too dangerous to even walk up the Antrim Road"
P1A-098_Bad_weather,and,Cos I wouldn't mind going down However the shop won't be closed I 'd say until about seven,that 's a bit too late really to go to Derry Isn't it
P1A-098_Bad_weather,and,Uhm uh she 's working for it 's like a paper company or something like that,"she 's in the office doing admin work, but I think there 's the possibility, you know that she 'll she 'll get uhm, what do you call it uh promotion, and maybe get into her design and stuff like that"
P1A-098_Bad_weather,and,"You know you 're so stuck in a rut and, the bills coming in",it 's even worse
P1A-098_Bad_weather,and,"You know you 're so stuck in a rut and, the bills coming in",it 's even worse
P1A-098_Bad_weather,so,"No Seanie was working in Derry, all week",I was in there
P1A-098_Bad_weather,so,"No Seanie was working in Derry, all week so I was in there And uhm","when he talks about working hard all week, it clearly means that you kept him up all night all week"
P1A-098_Bad_weather,so,Yeah might see what the craic is tomorrow maybe,Seanie was saying as well So
P1A-098_Bad_weather,so,she could get anybody,she 's asking a few people this evening
P1A-098_Bad_weather,so,I 'm changing wards,I should have an extra bit of cash coming in anyway
P1A-098_Bad_weather,so,o,re you just back up from Donegal then
P1A-098_Bad_weather,so,That 's right Excellent,I 'm looking forward to that now
P1A-098_Bad_weather,when,So it clearly means that you kept him up all night all week,he talks about working hard all week
P1A-098_Bad_weather,when,Pizza Pizza 's always good,you don't know what you want
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,then,o,So 're you just back up from Donegal
P1A-098_Bad_weather,if,me and Mary were saying,we go out
P1A-098_Bad_weather,if,But uhm I know how you like a wee bit of extra work Will you be up here,you were in Belfast
P1A-098_Bad_weather,if,I mean say the Monday Tuesday of that week I 'd want to come up and help you like,it 's a case that I am off
P1A-098_Bad_weather,if,I 'll come up and help you surely,I am off anyway any of those couple of days
P1A-098_Bad_weather,if,Aye and come here,"somebody else, comes up and it 's a definite to do it, uh take them You know I mean because I won't know until next week what I 'm working anyway"
P1A-098_Bad_weather,because,yourself go somewhere like Lavery 's or the Empire,you couldn't be bothered queuing outside a nice bar tonight like
P1A-098_Bad_weather,because,But uhm I would need an extra pair of hands Now,"uh you was quite ambiguous whether you 'd be able to work or not, uhm"
P1A-098_Bad_weather,because,I mean,I won't know until next week what I 'm working anyway
P1A-098_Bad_weather,once,"And, so I don't really like being, out sitting in the house on my own, cos it 's it 's a case of you 're stuck there for the night You wouldn't even go to the shop, cos it 's too dangerous to even walk up the Antrim Road",you get out there
P1A-098_Bad_weather,but,"I 'm not not, too sure of the times",it 's only nine quid for a three course meal
P1A-098_Bad_weather,but,just ate so much like,It was just too much though It was lovely
P1A-098_Bad_weather,but,but well I haven't eaten yet I 'm hungry now,I want something I don't know what I want
P1A-098_Bad_weather,but,I 'm eating rabbit food every day at work,"there has to be a bit of meat for me to digest the, lettuce, carrots, and a bit of pasta that I take like Exactly"
P1A-098_Bad_weather,but,whether you were busy over Halloween,I 'm sure you probably are
P1A-098_Bad_weather,but,I don't know if I 'll be doing them for the first two weeks,like I want them
P1A-098_Bad_weather,but,I don't know if I 'll be doing them for the first two weeks,like I want them
P1A-098_Bad_weather,but,And she 's in the office doing admin work you know that she 'll,I think there 's the possibility
P1A-098_Bad_weather,though,It was just too much,It was lovely
P1A-098_Bad_weather,however,Cos I wouldn't mind going down d say until about seven,the shop won't be closed I
P1A-099_Dresses,and,I made sandwiches,we 're having tea
P1A-099_Dresses,and,it 'll fit you,I 'm like no no I want it to be big
P1A-099_Dresses,and,"she bought it for herself, and then I bought it off her",Well I got it off Pauline
P1A-099_Dresses,and,"she bought it for herself, and then I bought it off her",Well I got it off Pauline
P1A-099_Dresses,and,"she bought it for herself, and then I bought it off her",Well I got it off Pauline
P1A-099_Dresses,and,Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it,she totally ditched it
P1A-099_Dresses,and,Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it,she totally ditched it
P1A-099_Dresses,and,Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it,she totally ditched it
P1A-099_Dresses,and,Well Rosemary and I went in for a look and uhm I found a lovely red dress And I was like delighted with it and everything And I brought mum up to see it,she totally ditched it
P1A-099_Dresses,and,I couldn't Jesus,besides I don't want to ring Martin That was the last resort
P1A-099_Dresses,and,Uh I think so yeah Well we we don't know what to do because we 're invited to Sarah 's as well on the same night,"uhm, and we we 're just a bit torn between the two of them"
P1A-099_Dresses,and,Yeah yeah Yeah He called in and I was like make sure you ring Hilary,He was like you persuade her I was like I can't 2 sylls
P1A-099_Dresses,if,something belonging to me,you want to I don't know if I have anything
P1A-099_Dresses,if,it work,I wore four inches would
P1A-099_Dresses,if,Uhm no it 's not it 's uhm Charles as well and that I think that 's including Fintan,we can get him to come
P1A-099_Dresses,if,like give them the sixty quid,you knew one of the guys who were collecting the tickets
P1A-099_Dresses,if,"No I can't, not",I 'm going to Declan 's as well
P1A-099_Dresses,if,Ah not which is like only in like ten weeks or something,you 're going to Declan 's as well
P1A-099_Dresses,then,she bought it for herself,I bought it off her
P1A-099_Dresses,then,I was really excited cos I had the dress and I,just
P1A-099_Dresses,then,Well we could,we were thinking she might think it was a bit bad We 'd be friendlier with her
P1A-099_Dresses,but,Yeah,it 's not really the money
P1A-099_Dresses,but,Uhm,I don't know what to wear with it
P1A-099_Dresses,but,Uhm,I don't know what to wear with it
P1A-099_Dresses,but,oh we got all of ours,we didn't get yours
P1A-099_Dresses,but,we feel bad so we 'll just have to see What are you,a bit
P1A-099_Dresses,but,we feel bad so we 'll just have to see What are you,a bit
P1A-099_Dresses,but,we feel bad so we 'll just have to see What are you,a bit
P1A-099_Dresses,because,he 's turned off his phone,people keep ringing him
P1A-099_Dresses,because,to do,we 're invited to Sarah 's as well on the same night
P1A-099_Dresses,besides,And I That was the last resort,don't want to ring Martin
P1A-099_Dresses,so,we 'll end up in Declan 's I mean like that was our immediate thing but we feel a bit bad saying yeah Are you going to come to the Ball,we 'll just have to see What are you
P1A-100_College_plans,and,"a lot of places Uhm you 'd share, everybody has their own room",you have the room for three years which most places only give it to you for one or two years
P1A-100_College_plans,and,"like they, you sort of have like a bedroom",it 's okay
P1A-100_College_plans,and,"like they, you sort of have like a bedroom",it 's okay
P1A-100_College_plans,and,in a lot of other places you have to decide at the start of term which you want to do,you 're stuck with that for the rest of the term
P1A-100_College_plans,and,in a lot of other places you have to decide at the start of term which you want to do,you 're stuck with that for the rest of the term
P1A-100_College_plans,and,in a lot of other places you have to decide at the start of term which you want to do,you 're stuck with that for the rest of the term
P1A-100_College_plans,and,them are ensuite You kind of apply for it,it 's kind of first come first
P1A-100_College_plans,and,"Fingers crossed Yeah so, so hopefully just the three people are alright",they 're not
P1A-100_College_plans,and,"You 're not meant to know it but, they do sometimes like if you got, like I was talking to some girl at an open day there who, like she was a student there",she was over from Ireland
P1A-100_College_plans,and,"You 're not meant to know it but, they do sometimes like if you got, like I was talking to some girl at an open day there who, like she was a student there",she was over from Ireland
P1A-100_College_plans,and,"But sure for all you know you could could have got A in both of them But the worst thing is, imagine if you appealed then",the result came back worse
P1A-100_College_plans,and,That 's horrible but they only did did that to like eight people,they upgraded a few thousand I think so
P1A-100_College_plans,and,It 's like clown music It 's awful And then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched,"every few seconds it 's interrupted by, welcome to Specsavers Your call is important to us"
P1A-100_College_plans,and,It 's like clown music It 's awful And then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched,"every few seconds it 's interrupted by, welcome to Specsavers Your call is important to us"
P1A-100_College_plans,and,And in my mam 's old work it was really bad It was like a computer-generated version of Greensleeves it was really slow and depressing and horrible,Yeah they might
P1A-100_College_plans,and,we were going up to the second floor,we were down in the basement
P1A-100_College_plans,and,we were going up to the second floor,we were down in the basement
P1A-100_College_plans,and,Yeah no we kind of got sidetracked there,"there 's, there 's something I was going to say I can't remember now"
P1A-100_College_plans,and,Mhm,while the lift was going down he opened the doors
P1A-100_College_plans,and,"he did that like, and he was just like",he was in the lift by himself earlier
P1A-100_College_plans,and,"he did that like, and he was just like",he was in the lift by himself earlier
P1A-100_College_plans,and,Ah That 's like something my brother would do,"it was just like, then the thing, the lift stopped and it was just like, oh no we 're stuck, we 're stuck Oh my God And it was just like, and he was just there oh Jesus I can't even close them"
P1A-100_College_plans,and,Ah That 's like something my brother would do,"it was just like, then the thing, the lift stopped and it was just like, oh no we 're stuck, we 're stuck Oh my God And it was just like, and he was just there oh Jesus I can't even close them"
P1A-100_College_plans,and,"But he was only pretending he closed the doors, so Then the thing started going again","it was just like, you fucking bastard"
P1A-100_College_plans,and,Yeah That would really be horrible Have you seen that ad you know where they get stuck in the lift,"they start drinking coffee I mean wouldn't that be the worst thing you could do when you were stuck in a lift, like drinking something that was going to make you need to pee really soon"
P1A-100_College_plans,and,I 've smelled Emporio for women,it 's not very nice
P1A-100_College_plans,and,School 's over,it 's destroyed you Ah so much fun throwing out notes I just went into a note-cleaning frenzy the other day
P1A-100_College_plans,then,"My plan is to become popular by uhm being really good at cooking and making them all dependent on me, kind of like a drug dealer, and",they 'll need me so I 'll be friends with them
P1A-100_College_plans,then,he was only pretending he closed the doors,the thing started going again
P1A-100_College_plans,so,they 'll need me,I 'll be friends with them
P1A-100_College_plans,so,"Uhm, some of them are ensuite You kind of apply for it and it 's kind of first come first served",fingers crossed for me
P1A-100_College_plans,because,it couldn't have been because of his laziness,you 're just as lazy
P1A-100_College_plans,but,"it was, you shared as well I think",there was maximum of six
P1A-100_College_plans,but,You didn't sit my exams,you 're Judith You 're smart
P1A-100_College_plans,but,I 'm sure it was,"it 's always you come out thinking I did crap but, you actually did okay"
P1A-100_College_plans,but,I 'm sure it was,"it 's always you come out thinking I did crap but, you actually did okay"
P1A-100_College_plans,but,That 's horrible and they upgraded a few thousand I think so,they only did did that to like eight people
P1A-100_College_plans,but,I can't remember why we were going up the lift,we went up the lift I was
P1A-100_College_plans,but,I think it was something about lifts,"I can't think of it, what it was now"
P1A-100_College_plans,but,What an idiot,"he was only pretending he closed the doors, so Then the thing started going again and it was just like, you fucking bastard"
P1A-100_College_plans,but,like I usually I don't mind small confined spaces,if I was going to be stuck there
P1A-100_College_plans,or,Yeah That wouldn't be nice at all really how,about Emporio for women Is that nice
P1A-100_College_plans,if,that 's,I get in at all
P1A-100_College_plans,if,they do sometimes like,you got
P1A-100_College_plans,if,they put you on hold again,you ask to be put up to the contact lens department
P1A-100_College_plans,if,like I usually I don't mind small confined spaces but,I was going to be stuck there
P1A-100_College_plans,when,they go back over it,"you appeal it looking for, extra marks they can give you, not looking for"
P1A-100_College_plans,when,you could do,"you were stuck in a lift, like drinking something that was going to make you need to pee really soon"
P1A-100_College_plans,when,So they 're just going to call her Female Rasho,your sister gets there
P1A-100_College_plans,although,No but No but so for all I know they could have weird hold music as well,I 've never had to ring them
P1A-100_College_plans,while,And he opened the doors,the lift was going down
P1A-100_College_plans,instead,nan,wearing Escape for women
P1B-041_Clerical_Habits,and,"No no but, eventually then I was trained I was trained by Captain Jeremy Beale who was a member of the British Olympic Team, for a couple of years I went to him then I went to Miss Iris Kellett in Dublin for many years, and in Kill in County Kildare",oh no no I wasn't No I at the beginning I rode on other people 's
P1B-041_Clerical_Habits,and,because it 's raining You stay here,I 'll bring her down to you
P1B-041_Clerical_Habits,and,"Wren 's Hill, and out of a chasing-bred mare so she 's got a little bit of both flat and chasing blood in her",she 's very promising as a show jumper I thought she might 've done dressage
P1B-041_Clerical_Habits,and,"Wren 's Hill, and out of a chasing-bred mare so she 's got a little bit of both flat and chasing blood in her",she 's very promising as a show jumper I thought she might 've done dressage
P1B-041_Clerical_Habits,and,mostly you know the dressage cross country,the show jumping
P1B-041_Clerical_Habits,and,mostly you know the dressage cross country,the show jumping
P1B-041_Clerical_Habits,and,"I think so, yes I m not, not really highly competitive at all you know I just enjoy working with them And uhm, well I wouldn't like you to think I didn't try my best I love things to be done well properly","but I 'm not going to worry if I don't win, as long as the horse goes well as long as I enjoy myself For me that 's the main thing"
P1B-041_Clerical_Habits,and,"uh was, running a stud there for Paddy Prendergast the late Paddy Prendergast I used to ride out for for four years I rode out on the race horses, and that really was it was really enjoyable both the breeding the the foals coming every spring and, the you know the young animals working with them and then of course the th' actual riding I found it very thrilling","Yes, it 's lovely in Kildare My husband"
P1B-041_Clerical_Habits,and,"uh was, running a stud there for Paddy Prendergast the late Paddy Prendergast I used to ride out for for four years I rode out on the race horses, and that really was it was really enjoyable both the breeding the the foals coming every spring and, the you know the young animals working with them and then of course the th' actual riding I found it very thrilling","Yes, it 's lovely in Kildare My husband"
P1B-041_Clerical_Habits,and,"you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected",you know quite a shock Took me quite a while to get over that
P1B-041_Clerical_Habits,and,"you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected",you know quite a shock Took me quite a while to get over that
P1B-041_Clerical_Habits,and,"you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected",you know quite a shock Took me quite a while to get over that
P1B-041_Clerical_Habits,and,"Well it took some time It took quite a few months actually But then as I say I just decided that I would go back to college I 'd always wanted to, was never able to because of well family commitments and finance and so on or lack of finance I should say, and uhm I just decided this was the chance I would go back to university And I was actually late with my applications of course by the time I, picked myself up and decide to do this but I just managed to get in to be accepted",what had you thought to do
P1B-041_Clerical_Habits,and,"Well it took some time It took quite a few months actually But then as I say I just decided that I would go back to college I 'd always wanted to, was never able to because of well family commitments and finance and so on or lack of finance I should say, and uhm I just decided this was the chance I would go back to university And I was actually late with my applications of course by the time I, picked myself up and decide to do this but I just managed to get in to be accepted",what had you thought to do
P1B-041_Clerical_Habits,and,"God 's prompting if you like but I ended up doing theology, and enjoyed it","then when did you think well maybe I should see if I can put myself forward and become, more actively involved in the church"
P1B-041_Clerical_Habits,and,"again although I was doing that for those summers I still was not thinking of doing it as a full-time, occupation as I until my final year",then people said
P1B-041_Clerical_Habits,and,"again although I was doing that for those summers I still was not thinking of doing it as a full-time, occupation as I until my final year",then people said
P1B-041_Clerical_Habits,and,"again although I was doing that for those summers I still was not thinking of doing it as a full-time, occupation as I until my final year",then people said
P1B-041_Clerical_Habits,and,"again although I was doing that for those summers I still was not thinking of doing it as a full-time, occupation as I until my final year",then people said
P1B-041_Clerical_Habits,and,did my various interviews and eventually was accepted,that meant I had to do a pastoral year there at the college at the same time working as an assistant in a church in a congregation
P1B-041_Clerical_Habits,and,did my various interviews and eventually was accepted,that meant I had to do a pastoral year there at the college at the same time working as an assistant in a church in a congregation
P1B-041_Clerical_Habits,and,"As you were thinking about the church and what might happen you must 've also had to bear in mind that uh you know you had, two children, who were growing up but also you had uh, your horses and you had your other outside interests",how you were going to blend all of those
P1B-041_Clerical_Habits,and,It is Yes it is,it 's very near my own home you see which is eleven miles away Yes it 's lovely here
P1B-041_Clerical_Habits,then,oh no no I wasn't No I at the beginning I rode on other people 's,eventually I was trained I was trained by Captain Jeremy Beale who was a member of the British Olympic Team
P1B-041_Clerical_Habits,then,oh no no I wasn't No I at the beginning I rode on other people 's,eventually I was trained I was trained by Captain Jeremy Beale who was a member of the British Olympic Team
P1B-041_Clerical_Habits,then,"I was doing that for those summers I still was not thinking of doing it as a full-time, occupation as I until my final year",people said
P1B-041_Clerical_Habits,then,"I was doing that for those summers I still was not thinking of doing it as a full-time, occupation as I until my final year",people said
P1B-041_Clerical_Habits,since,Oh,"I was a very young child, about I"
P1B-041_Clerical_Habits,but,I finished my prayers by praying for a pony,"the pony never came We weren't a very well-off family so I 'm afraid a pony 's worth, it 'd beyond our means"
P1B-041_Clerical_Habits,but,"No no oh no no I wasn't No I at the beginning I rode on other people 's for a couple of years I went to him and then I went to Miss Iris Kellett in Dublin for many years, and in Kill in County Kildare",eventually then I was trained I was trained by Captain Jeremy Beale who was a member of the British Olympic Team
P1B-041_Clerical_Habits,but,"she 's a bit hot for the dressage a bit excitable, but good for the show jumping I think","Wren 's Hill, and out of a chasing-bred mare so she 's got a little bit of both flat and chasing blood in her, and she 's very promising as a show jumper I thought she might 've done dressage"
P1B-041_Clerical_Habits,but,"she 's a bit hot for the dressage a bit excitable, but good for the show jumping I think","Wren 's Hill, and out of a chasing-bred mare so she 's got a little bit of both flat and chasing blood in her, and she 's very promising as a show jumper I thought she might 've done dressage"
P1B-041_Clerical_Habits,but,"My late husband was a great horseman and we used to break, in young horses and show them You know so I love showing a horse, and I love dressage",three-day eventing would be what we 're interested in mostly you know the dressage cross country and the show jumping
P1B-041_Clerical_Habits,but,I 'm not going to worry,"if I don't win, as long as the horse goes well as long as I enjoy myself For me that 's the main thing"
P1B-041_Clerical_Habits,but,"entered my mind, at that stage",entering the church had never
P1B-041_Clerical_Habits,but,"I just decided that I would go back to college I 'd always wanted to, was never able to because of well family commitments and finance and so on or lack of finance I should say, and uhm I just decided this was the chance I would go back to university And I was actually late with my applications of course by the time I, picked myself up and decide to do this",I just managed to get in to be accepted
P1B-041_Clerical_Habits,but,"I just decided that I would go back to college I 'd always wanted to, was never able to because of well family commitments and finance and so on or lack of finance I should say, and uhm I just decided this was the chance I would go back to university And I was actually late with my applications of course by the time I, picked myself up and decide to do this",I just managed to get in to be accepted
P1B-041_Clerical_Habits,but,I just don't know why I ended up doing theology,I did I don't think anybody suggested it to me
P1B-041_Clerical_Habits,but,you like,"I ended up doing theology, and enjoyed it"
P1B-041_Clerical_Habits,but,"that uh you know you had, two children, who were growing up","also you had uh, your horses and you had your other outside interests"
P1B-041_Clerical_Habits,but,"Well in Bailieborough we have three churches, one just in the town and two in the country The Manse of course is also in the country, and I 've got about a hundred and thirty families to look after Quite a number of elderly folk","also, quite a number of young folk children and young married people This mare is determined determined to eat me isn't she or eat my coat Yes quite a number of young people and children coming on so it 's very promising, for the future I think We 've a big horse show here in Bailieborough in July and, quite a number of people roundabout interested in show jumping as such and horses, and very good relations with other you know churches in the community which is marvellous too, very very good relationships"
P1B-041_Clerical_Habits,so,I finished my prayers by praying for a pony,I 'm afraid a pony 's worth
P1B-041_Clerical_Habits,so,I finished my prayers by praying for a pony,I 'm afraid a pony 's worth
P1B-041_Clerical_Habits,so,"No, no she doesn't",she 's got accustomed to people
P1B-041_Clerical_Habits,so,"No, no she doesn't",she 's got accustomed to people
P1B-041_Clerical_Habits,so,"Wren 's Hill, and out of a chasing-bred mare",she 's got a little bit of both flat and chasing blood in her
P1B-041_Clerical_Habits,so,You know,I love showing a horse
P1B-041_Clerical_Habits,so,"That 's right yes that 's right, uhm it did Frank was killed in an accident He was driving home from work one evening and he met an empty turf lorry And you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected and you know quite a shock Took me quite a while to get over that","there you were, unexpectantly, widowed and two children to take care of"
P1B-041_Clerical_Habits,so,"That 's right yes that 's right, uhm it did Frank was killed in an accident He was driving home from work one evening and he met an empty turf lorry And you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car So that was certainly very unexpected and you know quite a shock Took me quite a while to get over that","there you were, unexpectantly, widowed and two children to take care of"
P1B-041_Clerical_Habits,so,a number of young people and children coming on,"it 's very promising, for the future I think We 've a big horse show here in Bailieborough"
P1B-041_Clerical_Habits,when,"Well you know I used to pray for a pony, every night for years I finished my prayers by praying for a pony, but the pony never came We weren't a very well-off family so I 'm afraid a pony 's worth, it 'd beyond our means so I just rode on other people 's",I got the chance
P1B-041_Clerical_Habits,or,s go and get this mare,rather I 'll let you go and get the mare
P1B-041_Clerical_Habits,or,do you think that was calling you towards the church,was that something that at that stage didn't make itself evident
P1B-041_Clerical_Habits,once,So it stayed there,it was in the blood
P1B-041_Clerical_Habits,rather,Well let 's go and get this mare or,I 'll let you go and get the mare
P1B-041_Clerical_Habits,because,You stay in,it 's raining You stay here and I 'll bring her down to you
P1B-041_Clerical_Habits,because,"Well it took some time It took quite a few months actually But then as I say I just decided that I would go back to college I 'd always wanted to, was never able to and uhm I just decided this was the chance I would go back to university And I was actually late with my applications of course by the time I, picked myself up and decide to do this but I just managed to get in to be accepted",of well family commitments and finance and so on or lack of finance I should say
P1B-041_Clerical_Habits,because,"it made more difficult, definitely more difficult",you can't just move around the country with a couple of horses and three or four dogs very easily
P1B-041_Clerical_Habits,before,this mare did a few bumpers and a couple of hurdles,I got her she raced
P1B-041_Clerical_Habits,if,to worry,"I don't win, as long as the horse goes well as long as I enjoy myself For me that 's the main thing"
P1B-041_Clerical_Habits,if,"how they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately as his car met the lorry one of these fell on top of his car",they 're bringing a very large load of turf
P1B-041_Clerical_Habits,if,God 's prompting,"you like but I ended up doing theology, and enjoyed it"
P1B-041_Clerical_Habits,if,then I thought right I 'll I 'll apply and,"I 'm accepted, well and good"
P1B-041_Clerical_Habits,as,"you know how if they 're bringing a very large load of turf, they usually increase the the amount they can take by putting great big wooden gates on the top with, steel or iron supports, so those hadn't been properly secured, and unfortunately",his car met the lorry one of these fell on top of his car
P1B-041_Clerical_Habits,although,"But again you don't want to waste all you 've learned you want to put into practice would you not maybe think of the church And then I thought right I 'll I 'll apply and if I 'm accepted, well and good","I was doing that for those summers I still was not thinking of doing it as a full-time, occupation as I until my final year and then people said"
P1B-042_Sunday_Sequence_1,and,We ask leading churchmen to assess the role of their own denominations,"as the new Moderator of the Presbyterian Church calls for a return to basic Christian values, we hear the concerns of some women ministers within that church who fear a theological swing to the right"
P1B-042_Sunday_Sequence_1,and,"Dr John Dunlop During his term of office the new Moderator intends to lead a personal crusade, to make the Christian message more apparent in society here",that was the main area of discussion when I spoke to the Moderator at Church House during last week 's General Assembly
P1B-042_Sunday_Sequence_1,and,"if you can inject a little humour, without going too far I think it very often eases the situation and some things that people 're getting uptight about they ease off",perhaps it does help to to to bring a satisfactory conclusion to the whole matter I 've been I
P1B-042_Sunday_Sequence_1,and,"if you can inject a little humour, without going too far I think it very often eases the situation and some things that people 're getting uptight about they ease off",perhaps it does help to to to bring a satisfactory conclusion to the whole matter I 've been I
P1B-042_Sunday_Sequence_1,and,what he 's saying,that 's what I 'm trying to point them back to
P1B-042_Sunday_Sequence_1,and,what he 's saying,that 's what I 'm trying to point them back to
P1B-042_Sunday_Sequence_1,and,what he 's saying,that 's what I 'm trying to point them back to
P1B-042_Sunday_Sequence_1,and,And that 's just a sad business if they do because it 's not It 's the gathering of God 's people together,it 's a matter of them going out with the message
P1B-042_Sunday_Sequence_1,and,And that 's just a sad business if they do because it 's not It 's the gathering of God 's people together,it 's a matter of them going out with the message
P1B-042_Sunday_Sequence_1,and,I said quite simply that the Bible teaches that homosexuality is wrong in the sight of God,"that we as a church and this is what I was trying to do, we as a church must get alongside those who have this tendency as we must get alongside those who are, uh have the tendency to alcoholism and get alongside them and try to help them to resist a tendency that they 've been born with or that they have eventually found within themselves and fight that tendency"
P1B-042_Sunday_Sequence_1,and,I said quite simply that the Bible teaches that homosexuality is wrong in the sight of God,"that we as a church and this is what I was trying to do, we as a church must get alongside those who have this tendency as we must get alongside those who are, uh have the tendency to alcoholism and get alongside them and try to help them to resist a tendency that they 've been born with or that they have eventually found within themselves and fight that tendency"
P1B-042_Sunday_Sequence_1,and,And the people have turned from God and from righteousness,we are trying to call them back to the right way of living
P1B-042_Sunday_Sequence_1,and,It 's deprived them of good housing,"they might get the feeling that you are admonishing them without really taking into consideration the real reasons behind perhaps, shoplifting"
P1B-042_Sunday_Sequence_1,and,It 's deprived them of good housing,"they might get the feeling that you are admonishing them without really taking into consideration the real reasons behind perhaps, shoplifting"
P1B-042_Sunday_Sequence_1,and,It 's deprived them of good housing,"they might get the feeling that you are admonishing them without really taking into consideration the real reasons behind perhaps, shoplifting"
P1B-042_Sunday_Sequence_1,and,And we 've got to come alongside them and try to help them,"that 's why I 'm very happy that in this year I will have the opportunity to work with the other Churches and to work closely with them, in for there are many areas that we can share together"
P1B-042_Sunday_Sequence_1,and,And we 've got to come alongside them and try to help them,"that 's why I 'm very happy that in this year I will have the opportunity to work with the other Churches and to work closely with them, in for there are many areas that we can share together"
