filename,Offset-raw,fullSent
P1B-048_Tim_Pat_Coogan,because,"and uh he rekindled my interest in yeats because i thought that his uhm, that edition he did the collected edition he did for macmillan was about the best introduction anybody could have to yeats not alone did he 've a good selection, for anybody but his uh notes at the back uh, a lot of people don't read a book in the totality but uh because they 're just dry small print, but he had marvellously illuminating notes, everything from the pronunciation of words, to the local typography, to bits of history, to who the characters were"
P1B-048_Tim_Pat_Coogan,because,"and uh he rekindled my interest in yeats because i thought that his uhm, that edition he did the collected edition he did for macmillan was about the best introduction anybody could have to yeats not alone did he 've a good selection, for anybody but his uh notes at the back uh, a lot of people don't read a book in the totality but uh because they 're just dry small print, but he had marvellously illuminating notes, everything from the pronunciation of words, to the local typography, to bits of history, to who the characters were"
P1B-048_Tim_Pat_Coogan,because,"he 's the he 's the uhm, the transatlantic equivalent of ben because ben goes in a circumlocutory way all around the lagan valley, and he finally comes back to closing time in mulligan 's where the anecdote began"
P1B-048_Tim_Pat_Coogan,as,"and he said, but he would not be held at home by his own crowd whatever threats were phoned whatever black flags waved i see him as he turned in that bombed offending place, remorse fused with terror, in his still knowable face his cornered out-face stare, blinding in the flash it is just, he"
P1B-049_M_O_Suilleabhain,when,"i remember a reviewer once in a uk magazine, uh said that uh when he heard the record i had done said it sounded like a pint of guinness was pouring into the piano"
P1B-049_M_O_Suilleabhain,when,it 's when you bring art into the marketplace
P1B-049_M_O_Suilleabhain,when,it seems to me that when i write music which is worth writing it 's ahead of me
P1B-049_M_O_Suilleabhain,when,"yeah that 's something that a painter said to me the other day that when he starts off, with a brush loaded with paint and confronts a canvas he doesn't quite know what he 's going to, do he hopes, that he, starts off very simply, and hopes that he can elaborate, that something will appear"
P1B-049_M_O_Suilleabhain,and,and it 's uh otherwise its joyful
P1B-049_M_O_Suilleabhain,and,and it 's uh otherwise its joyful
P1B-049_M_O_Suilleabhain,and,"well i 'm i 'm thinking actually of an irish composer called gerald barry, in particular, who is a clare man and who lives in dublin and who wrote, spent ten years of his life writing an opera, called the intelligence park which got its premiere in london and dublin, this summer"
P1B-049_M_O_Suilleabhain,and,"well i 'm i 'm thinking actually of an irish composer called gerald barry, in particular, who is a clare man and who lives in dublin and who wrote, spent ten years of his life writing an opera, called the intelligence park which got its premiere in london and dublin, this summer"
P1B-049_M_O_Suilleabhain,but,but but i 'm not really
P1B-049_M_O_Suilleabhain,but,but but i 'm not really
P1B-049_M_O_Suilleabhain,if,and if you pick for example you mentioned o/ riada if you pick an obvious one there mise e/ire
P1B-049_M_O_Suilleabhain,if,and if you pick for example you mentioned o/ riada if you pick an obvious one there mise e/ire
P1B-049_M_O_Suilleabhain,if,yes yes absolutely agree if it were just the music on its own you still would feel that
P1B-049_M_O_Suilleabhain,if,"i don't want to leave go of it because if i feel i do, in the context of this globalisation, well i 'm out to sea"
P1B-049_M_O_Suilleabhain,if,"you know that 's where the sparks fly you see, because if there is spirit in it"
P1B-049_M_O_Suilleabhain,because,i do think it 's a political statement because it 's a
P1B-049_M_O_Suilleabhain,because,"i don't want to leave go of it because if i feel i do, in the context of this globalisation, well i 'm out to sea"
P1B-049_M_O_Suilleabhain,because,"you know that 's where the sparks fly you see, because if there is spirit in it"
P1B-049_M_O_Suilleabhain,because,"yes i know i suppose that 's why i 'm saying it because in a way i 'm speaking to some degree from experience luckily, not too much into the market as i haven't been faced with, certain problems which would obviously come up if you begin to do that"
P1B-049_M_O_Suilleabhain,still,yes yes absolutely agree if it were just the music on its own you still would feel that
P1B-049_M_O_Suilleabhain,as,"yes i know i suppose that 's why i 'm saying it because in a way i 'm speaking to some degree from experience luckily, not too much into the market as i haven't been faced with, certain problems which would obviously come up if you begin to do that"
P1A-100_Trinity_students,and,"and like they wanted as in like, biology and chemistry and maths or something, and she got like the as in biology and chemistry and a b in maths and an a in something else"
P1A-100_Trinity_students,and,"and like they wanted as in like, biology and chemistry and maths or something, and she got like the as in biology and chemistry and a b in maths and an a in something else"
P1A-100_Trinity_students,and,and it 's the same clown music only faster and more high-pitched
P1A-100_Trinity_students,and,it was like a computer-generated version of greensleeves and it was really slow and depressing and horrible
P1A-100_Trinity_students,and,"and he did that like, and he was just like"
P1A-100_Trinity_students,and,"and he did that like, and he was just like"
P1A-100_Trinity_students,then,"but he was only pretending he closed the doors, so then the thing started going again and it was just like, you fucking bastard"
P1A-100_Trinity_students,so,so i 'll be friends with them
P1A-100_Trinity_students,so,"so she, they let her in anyway"
P1A-100_Trinity_students,because,"and you only have to pay rent for the weeks of term which is loads better than getting a flat, because for that you 'd have to pay for the whole year"
P1A-100_Trinity_students,because,i mean it couldn't have been because of his laziness because you 're just as lazy
P1A-100_Trinity_students,if,well that 's if i get in at all i mean
P1A-100_Trinity_students,if,"but, they do sometimes like if you got, like i was talking to some girl at an open day there who, like she was a student there"
P1A-100_Trinity_students,if,and then if you ask to be put up to the contact lens department they put you on hold again
P1A-100_Trinity_students,when,"when i was in a lift with my brother, we were in james 's hospital right"
P1A-100_Trinity_students,when,"i mean wouldn't that be the worst thing you could do when you were stuck in a lift, like drinking something that was going to make you need to pee really soon"
P1A-100_Trinity_students,although,"but although i 've never had to ring them, so for all i know they could have weird hold music as well"
P1A-100_Trinity_students,while,and while the lift was going down he opened the doors
